# CPU: 12th Gen Intel(R) Core(TM) i5-12600KF
# CPU Frequency: 3.69 GHz
# Compiler: Clang 19.1.5
# 
kernel,implementation,data_type,array_size,aligned,stride,time_seconds,gflops,cpe,bandwidth_gbs,speedup,run_id,compiler_flags
memory_bandwidth,scalar,f32,4194304,1,1,0.001586066,11091711.217,1.394,21.156,0.000,254,avx2
axpy,vectorized,f32,4194304,1,1,0.001386593,25374693.288,1.219,36.299,1.395,255,avx2
dot_product,vectorized,f32,4194304,1,1,0.000989557,35555680.056,0.870,33.909,1.096,256,avx2
elementwise_multiply,vectorized,f32,4194304,1,1,0.002393181,7350963.443,2.103,21.031,1.199,257,avx2
stencil_3point,vectorized,f32,4194304,1,1,0.001659411,53007320.206,1.458,30.331,1.143,258,avx2
memory_bandwidth,vectorized,f32,4194304,1,1,0.001434906,12260166.203,1.261,23.384,1.105,259,avx2
axpy,scalar,f64,4194304,0,1,0.003746428,9391444.888,3.292,26.869,0.000,260,avx2
dot_product,scalar,f64,4194304,0,1,0.002616210,13448603.931,2.299,25.651,0.000,261,avx2
elementwise_multiply,scalar,f64,4194304,0,1,0.005178169,3397375.799,4.551,19.440,0.000,262,avx2
stencil_3point,scalar,f64,4194304,0,1,0.003760575,23390287.449,3.305,26.768,0.000,263,avx2
memory_bandwidth,scalar,f64,4194304,0,1,0.003506033,5017689.806,3.081,19.141,0.000,264,avx2
axpy,vectorized,f64,4194304,0,1,0.003297684,10669418.928,2.898,30.525,1.136,265,avx2
dot_product,vectorized,f64,4194304,0,1,0.002321294,15157223.551,2.040,28.910,1.127,266,avx2
elementwise_multiply,vectorized,f64,4194304,0,1,0.004900018,3590228.861,4.306,20.543,1.057,267,avx2
stencil_3point,vectorized,f64,4194304,0,1,0.003387225,25968434.402,2.977,29.719,1.110,268,avx2
memory_bandwidth,vectorized,f64,4194304,0,1,0.003405313,5166099.576,2.993,19.707,1.030,269,avx2
axpy,scalar,f64,4194304,1,1,0.003676641,9569705.633,3.231,27.379,0.000,270,avx2
dot_product,scalar,f64,4194304,1,1,0.002711037,12978196.936,2.382,24.754,0.000,271,avx2
elementwise_multiply,scalar,f64,4194304,1,1,0.005478804,3210953.713,4.815,18.373,0.000,272,avx2
stencil_3point,scalar,f64,4194304,1,1,0.004223037,20828832.478,3.711,23.837,0.000,273,avx2
memory_bandwidth,scalar,f64,4194304,1,1,0.004121751,4268134.112,3.622,16.282,0.000,274,avx2
axpy,vectorized,f64,4194304,1,1,0.004067310,8650526.291,3.574,24.749,0.904,275,avx2
dot_product,vectorized,f64,4194304,1,1,0.002453885,14338231.861,2.157,27.348,1.105,276,avx2
elementwise_multiply,vectorized,f64,4194304,1,1,0.006142266,2864119.861,5.398,16.389,0.892,277,avx2
stencil_3point,vectorized,f64,4194304,1,1,0.003976530,22120021.784,3.495,25.314,1.062,278,avx2
memory_bandwidth,vectorized,f64,4194304,1,1,0.004351360,4042916.707,3.824,15.423,0.947,279,avx2
axpy,scalar,f32,16777216,0,1,0.008624598,65272602.090,1.895,23.343,0.000,280,avx2
dot_product,scalar,f32,16777216,0,1,0.005698575,98787846.685,1.252,23.553,0.000,281,avx2
elementwise_multiply,scalar,f32,16777216,0,1,0.010461194,26906582.242,2.298,19.245,0.000,282,avx2
stencil_3point,scalar,f32,16777216,0,1,0.007752684,181533889.883,1.703,25.969,0.000,283,avx2
memory_bandwidth,scalar,f32,16777216,0,1,0.008005548,35159988.636,1.759,16.766,0.000,284,avx2
axpy,vectorized,f32,16777216,0,1,0.008412004,66922216.564,1.848,23.933,1.025,285,avx2
dot_product,vectorized,f32,16777216,0,1,0.005449362,103305662.828,1.197,24.630,1.046,286,avx2
elementwise_multiply,vectorized,f32,16777216,0,1,0.010562231,26649197.193,2.321,19.061,0.990,287,avx2
stencil_3point,vectorized,f32,16777216,0,1,0.007328974,192028909.311,1.610,27.470,1.058,288,avx2
memory_bandwidth,vectorized,f32,16777216,0,1,0.007504539,37507297.477,1.649,17.885,1.067,289,avx2
axpy,scalar,f32,16777216,1,1,0.007279612,77332411.868,1.599,27.656,0.000,290,avx2
dot_product,scalar,f32,16777216,1,1,0.005028781,111945609.368,1.105,26.690,0.000,291,avx2
elementwise_multiply,scalar,f32,16777216,1,1,0.010431148,26984084.274,2.292,19.301,0.000,292,avx2
stencil_3point,scalar,f32,16777216,1,1,0.007854864,179172406.236,1.726,25.631,0.000,293,avx2
memory_bandwidth,scalar,f32,16777216,1,1,0.007726703,36428859.336,1.698,17.371,0.000,294,avx2
axpy,vectorized,f32,16777216,1,1,0.007313095,76978345.478,1.607,27.530,0.995,295,avx2
dot_product,vectorized,f32,16777216,1,1,0.005037399,111754092.427,1.107,26.644,0.998,296,avx2
elementwise_multiply,vectorized,f32,16777216,1,1,0.010123444,27804270.633,2.224,19.887,1.030,297,avx2
stencil_3point,vectorized,f32,16777216,1,1,0.007390890,190420217.800,1.624,27.240,1.063,298,avx2
memory_bandwidth,vectorized,f32,16777216,1,1,0.007485551,37602439.247,1.645,17.930,1.032,299,avx2
axpy,scalar,f64,16777216,0,1,0.015031587,37451132.300,3.302,26.787,0.000,300,avx2
dot_product,scalar,f64,16777216,0,1,0.010438860,53928298.054,2.293,25.715,0.000,301,avx2
elementwise_multiply,scalar,f64,16777216,0,1,0.020681588,13609930.568,4.544,19.469,0.000,302,avx2
stencil_3point,scalar,f64,16777216,0,1,0.015074636,93360455.505,3.312,26.711,0.000,303,avx2
memory_bandwidth,scalar,f64,16777216,0,1,0.015476313,18187469.891,3.400,17.345,0.000,304,avx2
axpy,vectorized,f64,16777216,0,1,0.014951039,37652898.466,3.285,26.931,1.005,305,avx2
dot_product,vectorized,f64,16777216,0,1,0.010206769,55154569.818,2.242,26.300,1.023,306,avx2
elementwise_multiply,vectorized,f64,16777216,0,1,0.020043313,14043335.885,4.404,20.089,1.032,307,avx2
stencil_3point,vectorized,f64,16777216,0,1,0.014875691,94609042.603,3.268,27.068,1.013,308,avx2
memory_bandwidth,vectorized,f64,16777216,0,1,0.015149699,18579575.522,3.328,17.719,1.022,309,avx2
axpy,scalar,f64,16777216,1,1,0.014774363,38103162.446,3.246,27.254,0.000,310,avx2
dot_product,scalar,f64,16777216,1,1,0.010144361,55493880.138,2.229,26.462,0.000,311,avx2
elementwise_multiply,scalar,f64,16777216,1,1,0.020014485,14063563.300,4.397,20.118,0.000,312,avx2
stencil_3point,scalar,f64,16777216,1,1,0.015119516,93083329.093,3.322,26.631,0.000,313,avx2
memory_bandwidth,scalar,f64,16777216,1,1,0.015391720,18287428.352,3.382,17.440,0.000,314,avx2
axpy,vectorized,f64,16777216,1,1,0.014995512,37541229.231,3.295,26.852,0.985,315,avx2
dot_product,vectorized,f64,16777216,1,1,0.010248930,54927680.590,2.252,26.192,0.990,316,avx2
elementwise_multiply,vectorized,f64,16777216,1,1,0.020299289,13866248.060,4.460,19.836,0.986,317,avx2
stencil_3point,vectorized,f64,16777216,1,1,0.015042642,93559022.648,3.305,26.767,1.005,318,avx2
memory_bandwidth,vectorized,f64,16777216,1,1,0.015426695,18245967.572,3.389,17.401,0.998,319,avx2
axpy,scalar,f32,1024,0,1,0.000000086,24385.468,0.310,142.884,0.000,320,avx2
dot_product,scalar,f32,1024,0,1,0.000000058,36157.881,0.209,141.242,0.000,321,avx2
elementwise_multiply,scalar,f32,1024,0,1,0.000000069,15196.766,0.248,178.087,0.000,322,avx2
stencil_3point,scalar,f32,1024,0,1,0.000000088,59578.122,0.317,139.636,0.000,323,avx2
memory_bandwidth,scalar,f32,1024,0,1,0.000000062,16912.546,0.223,132.129,0.000,324,avx2
axpy,vectorized,f32,1024,0,1,0.000000063,33288.181,0.227,195.048,1.302,325,avx2
dot_product,vectorized,f32,1024,0,1,0.000000057,36792.048,0.205,143.719,1.035,326,avx2
elementwise_multiply,vectorized,f32,1024,0,1,0.000000069,15196.766,0.248,178.087,0.928,327,avx2
stencil_3point,vectorized,f32,1024,0,1,0.000000087,60262.933,0.313,141.241,1.011,328,avx2
memory_bandwidth,vectorized,f32,1024,0,1,0.000000063,16644.091,0.227,130.032,1.111,329,avx2
axpy,scalar,f32,1024,1,1,0.000000037,56679.798,0.133,332.108,0.000,330,avx2
dot_product,scalar,f32,1024,1,1,0.000000051,41120.784,0.184,160.628,0.000,331,avx2
elementwise_multiply,scalar,f32,1024,1,1,0.000000047,22310.096,0.169,261.446,0.000,332,avx2
stencil_3point,scalar,f32,1024,1,1,0.000000086,60963.669,0.310,142.884,0.000,333,avx2
memory_bandwidth,scalar,f32,1024,1,1,0.000000017,61680.472,0.061,481.879,0.000,334,avx2
axpy,vectorized,f32,1024,1,1,0.000000028,74898.494,0.101,438.858,1.393,335,avx2
dot_product,vectorized,f32,1024,1,1,0.000000037,56679.798,0.133,221.405,1.432,336,avx2
elementwise_multiply,vectorized,f32,1024,1,1,0.000000033,31775.069,0.119,372.364,1.242,337,avx2
stencil_3point,vectorized,f32,1024,1,1,0.000000064,81919.749,0.230,191.999,1.297,338,avx2
memory_bandwidth,vectorized,f32,1024,1,1,0.000000016,65535.501,0.058,511.996,1.437,339,avx2
axpy,scalar,f64,1024,0,1,0.000000090,23301.662,0.324,273.066,0.000,340,avx2
dot_product,scalar,f64,1024,0,1,0.000000086,24385.468,0.310,190.511,0.000,341,avx2
elementwise_multiply,scalar,f64,1024,0,1,0.000000100,10485.741,0.360,245.760,0.000,342,avx2
stencil_3point,scalar,f64,1024,0,1,0.000000118,44431.177,0.425,208.271,0.000,343,avx2
memory_bandwidth,scalar,f64,1024,0,1,0.000000090,11650.831,0.324,182.044,0.000,344,avx2
axpy,vectorized,f64,1024,0,1,0.000000090,23301.738,0.324,273.067,1.567,345,avx2
dot_product,vectorized,f64,1024,0,1,0.000000085,24672.442,0.306,192.753,1.271,346,avx2
elementwise_multiply,vectorized,f64,1024,0,1,0.000000099,10591.658,0.356,248.242,0.778,347,avx2
stencil_3point,vectorized,f64,1024,0,1,0.000000120,43690.652,0.432,204.800,0.775,348,avx2
memory_bandwidth,vectorized,f64,1024,0,1,0.000000090,11650.831,0.324,182.044,1.111,349,avx2
axpy,scalar,f64,1024,1,1,0.000000051,41120.549,0.184,481.881,0.000,350,avx2
dot_product,scalar,f64,1024,1,1,0.000000082,25575.011,0.295,199.805,0.000,351,avx2
elementwise_multiply,scalar,f64,1024,1,1,0.000000063,16644.091,0.227,390.096,0.000,352,avx2
stencil_3point,scalar,f64,1024,1,1,0.000000116,45197.237,0.418,211.862,0.000,353,avx2
memory_bandwidth,scalar,f64,1024,1,1,0.000000029,36157.881,0.104,564.967,0.000,354,avx2
axpy,vectorized,f64,1024,1,1,0.000000051,41120.784,0.184,481.884,1.039,355,avx2
dot_product,vectorized,f64,1024,1,1,0.000000080,26214.391,0.288,204.800,1.088,356,avx2
elementwise_multiply,vectorized,f64,1024,1,1,0.000000061,17189.804,0.220,402.886,1.049,357,avx2
stencil_3point,vectorized,f64,1024,1,1,0.000000117,44810.933,0.421,210.051,0.966,358,avx2
memory_bandwidth,vectorized,f64,1024,1,1,0.000000034,30840.500,0.122,481.883,1.029,359,avx2
axpy,scalar,f32,4096,0,1,0.000000180,186413.599,0.162,273.067,0.000,360,avx2
dot_product,scalar,f32,4096,0,1,0.000000192,174762.660,0.173,170.667,0.000,361,avx2
elementwise_multiply,scalar,f32,4096,0,1,0.000000250,67108.900,0.225,196.608,0.000,362,avx2
stencil_3point,scalar,f32,4096,0,1,0.000000240,349525.215,0.216,204.800,0.000,363,avx2
memory_bandwidth,scalar,f32,4096,0,1,0.000000180,93206.799,0.162,182.045,0.000,364,avx2
axpy,vectorized,f32,4096,0,1,0.000000179,187455.024,0.161,274.592,1.134,365,avx2
dot_product,vectorized,f32,4096,0,1,0.000000193,173857.148,0.174,169.782,1.036,366,avx2
elementwise_multiply,vectorized,f32,4096,0,1,0.000000249,67378.337,0.224,197.397,0.647,367,avx2
stencil_3point,vectorized,f32,4096,0,1,0.000000237,353949.617,0.213,207.392,1.063,368,avx2
memory_bandwidth,vectorized,f32,4096,0,1,0.000000180,93206.649,0.162,182.044,1.100,369,avx2
axpy,scalar,f32,4096,1,1,0.000000102,328965.331,0.092,481.883,0.000,370,avx2
dot_product,scalar,f32,4096,1,1,0.000000214,156796.497,0.193,153.122,0.000,371,avx2
elementwise_multiply,scalar,f32,4096,1,1,0.000000129,130055.828,0.116,381.023,0.000,372,avx2
stencil_3point,scalar,f32,4096,1,1,0.000000235,356961.977,0.211,209.157,0.000,373,avx2
memory_bandwidth,scalar,f32,4096,1,1,0.000000056,299593.976,0.050,585.144,0.000,374,avx2
axpy,vectorized,f32,4096,1,1,0.000000105,319566.243,0.094,468.115,0.990,375,avx2
dot_product,vectorized,f32,4096,1,1,0.000000189,177536.692,0.170,173.376,1.026,376,avx2
elementwise_multiply,vectorized,f32,4096,1,1,0.000000127,132103.965,0.114,387.023,0.992,377,avx2
stencil_3point,vectorized,f32,4096,1,1,0.000000231,363143.183,0.208,212.779,1.009,378,avx2
memory_bandwidth,vectorized,f32,4096,1,1,0.000000082,204600.090,0.074,399.610,0.732,379,avx2
axpy,scalar,f64,4096,0,1,0.000000600,55924.062,0.540,163.840,0.000,380,avx2
dot_product,scalar,f64,4096,0,1,0.000000597,56205.089,0.537,109.776,0.000,381,avx2
elementwise_multiply,scalar,f64,4096,0,1,0.000000713,23530.451,0.642,137.874,0.000,382,avx2
stencil_3point,scalar,f64,4096,0,1,0.000000695,120699.437,0.625,141.445,0.000,383,avx2
memory_bandwidth,scalar,f64,4096,0,1,0.000000608,27594.106,0.547,107.789,0.000,384,avx2
axpy,vectorized,f64,4096,0,1,0.000000600,55924.062,0.540,163.840,1.008,385,avx2
dot_product,vectorized,f64,4096,0,1,0.000000597,56205.089,0.537,109.776,0.998,386,avx2
elementwise_multiply,vectorized,f64,4096,0,1,0.000000714,23497.504,0.643,137.681,0.983,387,avx2
stencil_3point,vectorized,f64,4096,0,1,0.000000695,120699.386,0.625,141.445,0.780,388,avx2
memory_bandwidth,vectorized,f64,4096,0,1,0.000000605,27730.938,0.544,108.324,1.063,389,avx2
axpy,scalar,f64,4096,1,1,0.000000434,77314.393,0.391,226.507,0.000,390,avx2
dot_product,scalar,f64,4096,1,1,0.000000410,81840.094,0.369,159.844,0.000,391,avx2
elementwise_multiply,scalar,f64,4096,1,1,0.000000570,29433.714,0.513,172.463,0.000,392,avx2
stencil_3point,scalar,f64,4096,1,1,0.000000625,134217.769,0.562,157.286,0.000,393,avx2
memory_bandwidth,scalar,f64,4096,1,1,0.000000512,32767.993,0.461,128.000,0.000,394,avx2
axpy,vectorized,f64,4096,1,1,0.000000432,77672.280,0.389,227.556,0.995,395,avx2
dot_product,vectorized,f64,4096,1,1,0.000000410,81840.094,0.369,159.844,1.029,396,avx2
elementwise_multiply,vectorized,f64,4096,1,1,0.000000570,29433.714,0.513,172.463,1.021,397,avx2
stencil_3point,vectorized,f64,4096,1,1,0.000000624,134432.800,0.562,157.538,1.005,398,avx2
memory_bandwidth,vectorized,f64,4096,1,1,0.000000511,32832.137,0.460,128.251,1.018,399,avx2
axpy,scalar,f32,16384,0,1,0.000001220,440058.133,0.274,161.154,0.000,400,avx2
dot_product,scalar,f32,16384,0,1,0.000001215,441869.086,0.273,107.878,0.000,401,avx2
elementwise_multiply,scalar,f32,16384,0,1,0.000001420,189039.048,0.319,138.456,0.000,402,avx2
stencil_3point,scalar,f32,16384,0,1,0.000001386,968381.823,0.312,141.853,0.000,403,avx2
memory_bandwidth,scalar,f32,16384,0,1,0.000001198,224069.699,0.270,109.409,0.000,404,avx2
axpy,vectorized,f32,16384,0,1,0.000001220,440058.133,0.274,161.154,1.006,405,avx2
dot_product,vectorized,f32,16384,0,1,0.000001215,441869.086,0.273,107.878,1.012,406,avx2
elementwise_multiply,vectorized,f32,16384,0,1,0.000001421,188906.014,0.320,138.359,0.985,407,avx2
stencil_3point,vectorized,f32,16384,0,1,0.000001385,969081.224,0.312,141.955,1.020,408,avx2
memory_bandwidth,vectorized,f32,16384,0,1,0.000001177,228067.519,0.265,111.361,1.290,409,avx2
axpy,scalar,f32,16384,1,1,0.000000946,567516.689,0.213,207.831,0.000,410,avx2
dot_product,scalar,f32,16384,1,1,0.000000903,594541.503,0.203,145.152,0.000,411,avx2
elementwise_multiply,scalar,f32,16384,1,1,0.000001138,235883.543,0.256,172.766,0.000,412,avx2
stencil_3point,scalar,f32,16384,1,1,0.000001239,1083274.535,0.279,158.683,0.000,413,avx2
memory_bandwidth,scalar,f32,16384,1,1,0.000001017,263948.288,0.229,128.881,0.000,414,avx2
axpy,vectorized,f32,16384,1,1,0.000000946,567516.864,0.213,207.831,1.034,415,avx2
dot_product,vectorized,f32,16384,1,1,0.000000839,639893.827,0.189,156.224,1.023,416,avx2
elementwise_multiply,vectorized,f32,16384,1,1,0.000001137,236091.006,0.256,172.918,1.020,417,avx2
stencil_3point,vectorized,f32,16384,1,1,0.000001265,1061009.684,0.285,155.421,0.992,418,avx2
memory_bandwidth,vectorized,f32,16384,1,1,0.000001018,263689.081,0.229,128.754,1.021,419,avx2
axpy,scalar,f64,16384,0,1,0.000002432,220752.852,0.547,161.684,0.000,420,avx2
dot_product,scalar,f64,16384,0,1,0.000002423,221572.823,0.545,108.190,0.000,421,avx2
elementwise_multiply,scalar,f64,16384,0,1,0.000002769,96943.110,0.623,142.007,0.000,422,avx2
stencil_3point,scalar,f64,16384,0,1,0.000002752,487709.767,0.619,142.884,0.000,423,avx2
memory_bandwidth,scalar,f64,16384,0,1,0.000002349,114276.490,0.528,111.598,0.000,424,avx2
axpy,vectorized,f64,16384,0,1,0.000002924,183608.374,0.658,134.479,0.836,425,avx2
dot_product,vectorized,f64,16384,0,1,0.000002422,221664.281,0.545,108.235,1.007,426,avx2
elementwise_multiply,vectorized,f64,16384,0,1,0.000002798,95938.331,0.629,140.535,1.010,427,avx2
stencil_3point,vectorized,f64,16384,0,1,0.000002841,472431.269,0.639,138.408,0.795,428,avx2
memory_bandwidth,vectorized,f64,16384,0,1,0.000002347,114373.857,0.528,111.693,1.083,429,avx2
axpy,scalar,f64,16384,1,1,0.000001887,284510.315,0.425,208.382,0.000,430,avx2
dot_product,scalar,f64,16384,1,1,0.000001694,316924.960,0.381,154.749,0.000,431,avx2
elementwise_multiply,scalar,f64,16384,1,1,0.000002292,117118.437,0.516,171.560,0.000,432,avx2
stencil_3point,scalar,f64,16384,1,1,0.000002479,541418.839,0.558,158.619,0.000,433,avx2
memory_bandwidth,scalar,f64,16384,1,1,0.000002044,131328.511,0.460,128.250,0.000,434,avx2
axpy,vectorized,f64,16384,1,1,0.000001886,284661.126,0.424,208.492,1.022,435,avx2
dot_product,vectorized,f64,16384,1,1,0.000001712,313592.780,0.385,153.121,1.013,436,avx2
elementwise_multiply,vectorized,f64,16384,1,1,0.000002274,118045.488,0.512,172.918,1.024,437,avx2
stencil_3point,vectorized,f64,16384,1,1,0.000002478,541637.267,0.557,158.683,1.013,438,avx2
memory_bandwidth,vectorized,f64,16384,1,1,0.000002033,132039.080,0.457,128.944,1.018,439,avx2
axpy,scalar,f32,65536,0,1,0.000004837,1775880.675,0.272,162.587,0.000,440,avx2
dot_product,scalar,f32,65536,0,1,0.000004836,1776247.792,0.272,108.414,0.000,441,avx2
elementwise_multiply,scalar,f32,65536,0,1,0.000005802,740256.312,0.326,135.545,0.000,442,avx2
stencil_3point,scalar,f32,65536,0,1,0.000005470,3925929.863,0.308,143.772,0.000,443,avx2
memory_bandwidth,scalar,f32,65536,0,1,0.000004689,915966.542,0.264,111.812,0.000,444,avx2
axpy,vectorized,f32,65536,0,1,0.000004837,1775880.675,0.272,162.587,1.011,445,avx2
dot_product,vectorized,f32,65536,0,1,0.000004831,1778086.191,0.272,108.526,1.017,446,avx2
elementwise_multiply,vectorized,f32,65536,0,1,0.000005771,744232.767,0.325,136.273,0.979,447,avx2
stencil_3point,vectorized,f32,65536,0,1,0.000005518,3891778.917,0.310,142.521,1.028,448,avx2
memory_bandwidth,vectorized,f32,65536,0,1,0.000004731,907834.994,0.266,110.820,1.111,449,avx2
axpy,scalar,f32,65536,1,1,0.000003777,2274274.480,0.212,208.216,0.000,450,avx2
dot_product,scalar,f32,65536,1,1,0.000003515,2443793.632,0.198,149.157,0.000,451,avx2
elementwise_multiply,scalar,f32,65536,1,1,0.000004546,944779.435,0.256,172.994,0.000,452,avx2
stencil_3point,scalar,f32,65536,1,1,0.000004501,4771125.400,0.253,174.724,0.000,453,avx2
memory_bandwidth,scalar,f32,65536,1,1,0.000004109,1045258.492,0.231,127.595,0.000,454,avx2
axpy,vectorized,f32,65536,1,1,0.000003847,2232891.648,0.216,204.427,1.083,455,avx2
dot_product,vectorized,f32,65536,1,1,0.000003411,2518303.845,0.192,153.705,1.045,456,avx2
elementwise_multiply,vectorized,f32,65536,1,1,0.000004652,923251.800,0.262,169.052,1.024,457,avx2
stencil_3point,vectorized,f32,65536,1,1,0.000004470,4804213.993,0.251,175.936,1.048,458,avx2
memory_bandwidth,vectorized,f32,65536,1,1,0.000004536,946862.238,0.255,115.584,0.948,459,avx2
axpy,scalar,f64,65536,0,1,0.000007582,1132937.809,0.426,207.447,0.000,460,avx2
dot_product,scalar,f64,65536,0,1,0.000006883,1247992.817,0.387,152.343,0.000,461,avx2
elementwise_multiply,scalar,f64,65536,0,1,0.000017051,251889.466,0.959,92.245,0.000,462,avx2
stencil_3point,scalar,f64,65536,0,1,0.000009215,2330421.823,0.518,170.685,0.000,463,avx2
memory_bandwidth,scalar,f64,65536,0,1,0.000008243,521044.182,0.464,127.208,0.000,464,avx2
axpy,vectorized,f64,65536,0,1,0.000007589,1131892.794,0.427,207.256,1.070,465,avx2
dot_product,vectorized,f64,65536,0,1,0.000006895,1245820.805,0.388,152.078,1.075,466,avx2
elementwise_multiply,vectorized,f64,65536,0,1,0.000017634,243561.718,0.992,89.195,1.087,467,avx2
stencil_3point,vectorized,f64,65536,0,1,0.000009041,2375272.293,0.509,173.970,1.101,468,avx2
memory_bandwidth,vectorized,f64,65536,0,1,0.000008212,523011.120,0.462,127.688,1.051,469,avx2
axpy,scalar,f64,65536,1,1,0.000008053,1066675.113,0.453,195.314,0.000,470,avx2
dot_product,scalar,f64,65536,1,1,0.000007225,1188918.281,0.406,145.132,0.000,471,avx2
elementwise_multiply,scalar,f64,65536,1,1,0.000017731,242229.277,0.997,88.707,0.000,472,avx2
stencil_3point,scalar,f64,65536,1,1,0.000009642,2227218.104,0.542,163.126,0.000,473,avx2
memory_bandwidth,scalar,f64,65536,1,1,0.000008193,524224.001,0.461,127.984,0.000,474,avx2
axpy,vectorized,f64,65536,1,1,0.000007629,1125958.107,0.429,206.169,1.154,475,avx2
dot_product,vectorized,f64,65536,1,1,0.000006884,1247811.527,0.387,152.321,1.039,476,avx2
elementwise_multiply,vectorized,f64,65536,1,1,0.000017738,242133.684,0.998,88.672,1.031,477,avx2
stencil_3point,vectorized,f64,65536,1,1,0.000009607,2235332.248,0.540,163.721,1.038,478,avx2
memory_bandwidth,vectorized,f64,65536,1,1,0.000008203,523584.951,0.461,127.828,1.044,479,avx2
axpy,scalar,f32,262144,0,1,0.000042530,3231576.622,0.598,73.965,0.000,480,avx2
dot_product,scalar,f32,262144,0,1,0.000031724,4332333.674,0.446,66.106,0.000,481,avx2
elementwise_multiply,scalar,f32,262144,0,1,0.000046882,1465796.615,0.659,67.099,0.000,482,avx2
stencil_3point,scalar,f32,262144,0,1,0.000057104,6017045.805,0.803,55.088,0.000,483,avx2
memory_bandwidth,scalar,f32,262144,0,1,0.000036621,1876504.647,0.515,57.266,0.000,484,avx2
axpy,vectorized,f32,262144,0,1,0.000047392,2900045.441,0.666,66.377,0.898,485,avx2
dot_product,vectorized,f32,262144,0,1,0.000026538,5178949.224,0.373,79.024,0.923,486,avx2
elementwise_multiply,vectorized,f32,262144,0,1,0.000046196,1487563.358,0.650,68.095,1.041,487,avx2
stencil_3point,vectorized,f32,262144,0,1,0.000034696,9903083.479,0.488,90.665,1.007,488,avx2
memory_bandwidth,vectorized,f32,262144,0,1,0.000033583,2046257.820,0.472,62.447,1.025,489,avx2
axpy,scalar,f32,262144,1,1,0.000041340,3324599.732,0.581,76.094,0.000,490,avx2
dot_product,scalar,f32,262144,1,1,0.000032571,4219672.508,0.458,64.387,0.000,491,avx2
elementwise_multiply,scalar,f32,262144,1,1,0.000045425,1512811.821,0.639,69.251,0.000,492,avx2
stencil_3point,scalar,f32,262144,1,1,0.000035375,9713000.283,0.497,88.925,0.000,493,avx2
memory_bandwidth,scalar,f32,262144,1,1,0.000031972,2149364.332,0.450,65.593,0.000,494,avx2
axpy,vectorized,f32,262144,1,1,0.000039792,3453934.293,0.560,79.054,1.019,495,avx2
dot_product,vectorized,f32,262144,1,1,0.000026334,5219068.637,0.370,79.637,0.911,496,avx2
elementwise_multiply,vectorized,f32,262144,1,1,0.000044255,1552807.068,0.622,71.082,1.051,497,avx2
stencil_3point,vectorized,f32,262144,1,1,0.000036978,9291940.679,0.520,85.070,0.980,498,avx2
memory_bandwidth,vectorized,f32,262144,1,1,0.000034297,2003658.528,0.482,61.147,1.003,499,avx2
axpy,scalar,f64,262144,0,1,0.000080709,1702895.014,1.135,77.952,0.000,500,avx2
dot_product,scalar,f64,262144,0,1,0.000049676,2766707.322,0.698,84.433,0.000,501,avx2
elementwise_multiply,scalar,f64,262144,0,1,0.000103880,661527.501,1.461,60.565,0.000,502,avx2
stencil_3point,scalar,f64,262144,0,1,0.000077948,4408033.362,1.096,80.714,0.000,503,avx2
memory_bandwidth,scalar,f64,262144,0,1,0.000066369,1035415.283,0.933,63.197,0.000,504,avx2
axpy,vectorized,f64,262144,0,1,0.000083712,1641807.069,1.177,75.156,0.978,505,avx2
dot_product,vectorized,f64,262144,0,1,0.000053777,2555719.982,0.756,77.994,0.928,506,avx2
elementwise_multiply,vectorized,f64,262144,0,1,0.000090809,756747.423,1.277,69.282,1.137,507,avx2
stencil_3point,vectorized,f64,262144,0,1,0.000069431,4948760.415,0.976,90.615,1.158,508,avx2
memory_bandwidth,vectorized,f64,262144,0,1,0.000065972,1041646.103,0.928,63.577,1.078,509,avx2
axpy,scalar,f64,262144,1,1,0.000081127,1694120.986,1.141,77.551,0.000,510,avx2
dot_product,scalar,f64,262144,1,1,0.000049573,2772455.843,0.697,84.609,0.000,511,avx2
elementwise_multiply,scalar,f64,262144,1,1,0.000090960,755491.170,1.279,69.167,0.000,512,avx2
stencil_3point,scalar,f64,262144,1,1,0.000077688,4422785.813,1.092,80.984,0.000,513,avx2
memory_bandwidth,scalar,f64,262144,1,1,0.000069727,985550.456,0.980,60.153,0.000,514,avx2
axpy,vectorized,f64,262144,1,1,0.000084030,1635593.880,1.182,74.872,0.977,515,avx2
dot_product,vectorized,f64,262144,1,1,0.000048720,2820996.571,0.685,86.090,1.021,516,avx2
elementwise_multiply,vectorized,f64,262144,1,1,0.000089252,769948.872,1.255,70.491,1.108,517,avx2
stencil_3point,vectorized,f64,262144,1,1,0.000070028,4906571.421,0.985,89.842,1.241,518,avx2
memory_bandwidth,vectorized,f64,262144,1,1,0.000066544,1032692.305,0.936,63.031,1.085,519,avx2
axpy,scalar,f32,1048576,0,1,0.000164044,13405081.904,0.577,76.704,0.000,520,avx2
dot_product,scalar,f32,1048576,0,1,0.000093672,23475779.926,0.329,89.553,0.000,521,avx2
elementwise_multiply,scalar,f32,1048576,0,1,0.000181657,6052679.656,0.639,69.267,0.000,522,avx2
stencil_3point,scalar,f32,1048576,0,1,0.000145134,37879188.529,0.510,86.699,0.000,523,avx2
memory_bandwidth,scalar,f32,1048576,0,1,0.000132586,8292818.458,0.466,63.269,0.000,524,avx2
