# CPU: 12th Gen Intel(R) Core(TM) i5-12600KF
# CPU Frequency: 3.69 GHz
# Compiler: Clang 19.1.5
# 
kernel,implementation,data_type,array_size,aligned,stride,time_seconds,gflops,cpe,bandwidth_gbs,speedup,run_id,compiler_flags
axpy,vectorized,f32,1048576,0,1,0.000164184,13393651.350,0.577,76.639,1.074,525,avx2
dot_product,vectorized,f32,1048576,0,1,0.000097606,22529590.984,0.343,85.944,1.178,526,avx2
elementwise_multiply,vectorized,f32,1048576,0,1,0.000183648,5987060.181,0.646,68.516,1.372,527,avx2
stencil_3point,vectorized,f32,1048576,0,1,0.000166554,33007661.979,0.585,75.549,1.013,528,avx2
memory_bandwidth,vectorized,f32,1048576,0,1,0.000131995,8329949.065,0.464,63.552,1.145,529,avx2
axpy,scalar,f32,1048576,1,1,0.000161942,13579079.274,0.569,77.700,0.000,530,avx2
dot_product,scalar,f32,1048576,1,1,0.000098826,22251464.712,0.347,84.883,0.000,531,avx2
elementwise_multiply,scalar,f32,1048576,1,1,0.000185837,5916537.760,0.653,67.709,0.000,532,avx2
stencil_3point,scalar,f32,1048576,1,1,0.000141398,38880027.540,0.497,88.989,0.000,533,avx2
memory_bandwidth,scalar,f32,1048576,1,1,0.000148695,7394408.885,0.523,56.415,0.000,534,avx2
axpy,vectorized,f32,1048576,1,1,0.000167287,13145213.056,0.588,75.218,1.050,535,avx2
dot_product,vectorized,f32,1048576,1,1,0.000100346,21914408.678,0.353,83.597,1.086,536,avx2
elementwise_multiply,vectorized,f32,1048576,1,1,0.000188737,5825628.403,0.663,66.669,1.140,537,avx2
stencil_3point,vectorized,f32,1048576,1,1,0.000141527,38844588.956,0.498,88.908,1.081,538,avx2
memory_bandwidth,vectorized,f32,1048576,1,1,0.000148239,7417154.911,0.521,56.588,0.950,539,avx2
axpy,scalar,f64,1048576,0,1,0.000359540,6116213.095,1.264,69.995,0.000,540,avx2
dot_product,scalar,f64,1048576,0,1,0.000231556,9496723.276,0.814,72.454,0.000,541,avx2
elementwise_multiply,scalar,f64,1048576,0,1,0.000610583,1800757.027,2.146,41.216,0.000,542,avx2
stencil_3point,scalar,f64,1048576,0,1,0.000313116,17557576.548,1.101,80.372,0.000,543,avx2
memory_bandwidth,scalar,f64,1048576,0,1,0.000325567,3377220.750,1.144,51.532,0.000,544,avx2
axpy,vectorized,f64,1048576,0,1,0.000361169,6088626.806,1.270,69.679,1.072,545,avx2
dot_product,vectorized,f64,1048576,0,1,0.000249181,8825003.741,0.876,67.329,1.263,546,avx2
elementwise_multiply,vectorized,f64,1048576,0,1,0.000594684,1848900.639,2.090,42.318,1.230,547,avx2
stencil_3point,vectorized,f64,1048576,0,1,0.000328457,16737527.702,1.155,76.618,1.111,548,avx2
memory_bandwidth,vectorized,f64,1048576,0,1,0.000292156,3763440.176,1.027,57.426,1.146,549,avx2
axpy,scalar,f64,1048576,1,1,0.000353450,6221596.421,1.242,71.201,0.000,550,avx2
dot_product,scalar,f64,1048576,1,1,0.000234892,9361848.240,0.826,71.425,0.000,551,avx2
elementwise_multiply,scalar,f64,1048576,1,1,0.000600931,1829680.325,2.112,41.878,0.000,552,avx2
stencil_3point,scalar,f64,1048576,1,1,0.000329403,16689459.834,1.158,76.398,0.000,553,avx2
memory_bandwidth,scalar,f64,1048576,1,1,0.000295100,3725895.046,1.037,56.853,0.000,554,avx2
axpy,vectorized,f64,1048576,1,1,0.000355230,6190421.011,1.249,70.844,1.017,555,avx2
dot_product,vectorized,f64,1048576,1,1,0.000229224,9593337.761,0.806,73.191,1.134,556,avx2
elementwise_multiply,vectorized,f64,1048576,1,1,0.000592547,1855568.634,2.083,42.471,1.230,557,avx2
stencil_3point,vectorized,f64,1048576,1,1,0.000316756,17355813.740,1.113,79.449,1.146,558,avx2
memory_bandwidth,vectorized,f64,1048576,1,1,0.000284910,3859154.216,1.002,58.886,1.101,559,avx2
axpy,scalar,f32,4194304,0,1,0.001215210,28953326.653,1.068,41.418,0.000,560,avx2
dot_product,scalar,f32,4194304,0,1,0.000866676,40596915.212,0.762,38.716,0.000,561,avx2
elementwise_multiply,scalar,f32,4194304,0,1,0.002025225,8686534.110,1.780,24.852,0.000,562,avx2
stencil_3point,scalar,f32,4194304,0,1,0.001253587,70167391.833,1.102,40.150,0.000,563,avx2
memory_bandwidth,scalar,f32,4194304,0,1,0.001220026,14419517.323,1.072,27.503,0.000,564,avx2
axpy,vectorized,f32,4194304,0,1,0.001217570,28897206.808,1.070,41.338,1.116,565,avx2
dot_product,vectorized,f32,4194304,0,1,0.000845560,41610733.826,0.743,39.683,1.113,566,avx2
elementwise_multiply,vectorized,f32,4194304,0,1,0.002043415,8609208.626,1.796,24.631,1.028,567,avx2
stencil_3point,vectorized,f32,4194304,0,1,0.001251825,70266155.595,1.100,40.207,1.062,568,avx2
memory_bandwidth,vectorized,f32,4194304,0,1,0.001193794,14736366.611,1.049,28.107,1.169,569,avx2
axpy,scalar,f32,4194304,1,1,0.001186674,29649568.531,1.043,42.414,0.000,570,avx2
dot_product,scalar,f32,4194304,1,1,0.000888443,39602284.102,0.781,37.768,0.000,571,avx2
elementwise_multiply,scalar,f32,4194304,1,1,0.002035780,8641496.647,1.789,24.724,0.000,572,avx2
stencil_3point,scalar,f32,4194304,1,1,0.001240118,70929484.301,1.090,40.586,0.000,573,avx2
memory_bandwidth,scalar,f32,4194304,1,1,0.001264729,13909846.333,1.111,26.531,0.000,574,avx2
axpy,vectorized,f32,4194304,1,1,0.001265565,27801315.687,1.112,39.770,1.528,575,avx2
dot_product,vectorized,f32,4194304,1,1,0.000854923,41155018.750,0.751,39.248,1.268,576,avx2
elementwise_multiply,vectorized,f32,4194304,1,1,0.002080023,8457688.230,1.828,24.198,1.380,577,avx2
stencil_3point,vectorized,f32,4194304,1,1,0.001249260,70410427.140,1.098,40.289,1.518,578,avx2
memory_bandwidth,vectorized,f32,4194304,1,1,0.001236050,14232584.478,1.086,27.147,1.283,579,avx2
axpy,scalar,f64,4194304,0,1,0.003253055,10815793.797,2.859,30.944,0.000,580,avx2
dot_product,scalar,f64,4194304,0,1,0.002344981,15004118.195,2.061,28.618,0.000,581,avx2
elementwise_multiply,scalar,f64,4194304,0,1,0.004720881,3726462.507,4.149,21.323,0.000,582,avx2
stencil_3point,scalar,f64,4194304,0,1,0.003313956,26542576.372,2.912,30.376,0.000,583,avx2
memory_bandwidth,scalar,f64,4194304,0,1,0.003345712,5258129.225,2.940,20.058,0.000,584,avx2
axpy,vectorized,f64,4194304,0,1,0.003272197,10752522.568,2.876,30.763,1.145,585,avx2
dot_product,vectorized,f64,4194304,0,1,0.002296219,15322742.339,2.018,29.226,1.139,586,avx2
elementwise_multiply,vectorized,f64,4194304,0,1,0.004702144,3741311.632,4.132,21.408,1.101,587,avx2
stencil_3point,vectorized,f64,4194304,0,1,0.003289126,26742949.410,2.891,30.605,1.143,588,avx2
memory_bandwidth,vectorized,f64,4194304,0,1,0.003360700,5234679.098,2.953,19.969,1.043,589,avx2
axpy,scalar,f64,4194304,1,1,0.003317449,10605851.692,2.915,30.344,0.000,590,avx2
dot_product,scalar,f64,4194304,1,1,0.002259110,15574439.530,1.985,29.706,0.000,591,avx2
elementwise_multiply,scalar,f64,4194304,1,1,0.004774490,3684620.985,4.196,21.084,0.000,592,avx2
stencil_3point,scalar,f64,4194304,1,1,0.003344859,26297350.719,2.939,30.095,0.000,593,avx2
memory_bandwidth,scalar,f64,4194304,1,1,0.003353753,5245522.269,2.947,20.010,0.000,594,avx2
axpy,vectorized,f64,4194304,1,1,0.003242662,10850459.311,2.850,31.043,1.134,595,avx2
dot_product,vectorized,f64,4194304,1,1,0.002279959,15432019.650,2.004,29.434,1.189,596,avx2
elementwise_multiply,vectorized,f64,4194304,1,1,0.004741007,3710643.339,4.166,21.232,1.156,597,avx2
stencil_3point,vectorized,f64,4194304,1,1,0.003351245,26247239.524,2.945,30.038,1.260,598,avx2
memory_bandwidth,vectorized,f64,4194304,1,1,0.003341911,5264109.680,2.937,20.081,1.233,599,avx2
axpy,scalar,f32,16777216,0,1,0.007197813,78211250.199,1.581,27.971,0.000,600,avx2
dot_product,scalar,f32,16777216,0,1,0.005087875,110645397.817,1.118,26.380,0.000,601,avx2
elementwise_multiply,scalar,f32,16777216,0,1,0.009954368,28276529.130,2.187,20.225,0.000,602,avx2
stencil_3point,scalar,f32,16777216,0,1,0.007301661,192747223.346,1.604,27.573,0.000,603,avx2
memory_bandwidth,scalar,f32,16777216,0,1,0.007477513,37642860.228,1.643,17.950,0.000,604,avx2
axpy,vectorized,f32,16777216,0,1,0.007215946,78014712.612,1.585,27.900,1.195,605,avx2
dot_product,vectorized,f32,16777216,0,1,0.005067899,111081525.778,1.113,26.484,1.124,606,avx2
elementwise_multiply,vectorized,f32,16777216,0,1,0.010012533,28112264.570,2.200,20.107,1.045,607,avx2
stencil_3point,vectorized,f32,16777216,0,1,0.007335980,191845518.059,1.612,27.444,1.057,608,avx2
memory_bandwidth,vectorized,f32,16777216,0,1,0.007426222,37902849.755,1.632,18.073,1.078,609,avx2
axpy,scalar,f32,16777216,1,1,0.007181124,78393013.882,1.578,28.036,0.000,610,avx2
dot_product,scalar,f32,16777216,1,1,0.005022515,112085270.710,1.103,26.723,0.000,611,avx2
elementwise_multiply,scalar,f32,16777216,1,1,0.010022367,28084680.666,2.202,20.088,0.000,612,avx2
stencil_3point,scalar,f32,16777216,1,1,0.007346517,191570356.882,1.614,27.404,0.000,613,avx2
memory_bandwidth,scalar,f32,16777216,1,1,0.007498729,37536358.055,1.647,17.899,0.000,614,avx2
axpy,vectorized,f32,16777216,1,1,0.007196765,78222639.399,1.581,27.975,1.012,615,avx2
dot_product,vectorized,f32,16777216,1,1,0.004934129,114093075.678,1.084,27.202,1.019,616,avx2
elementwise_multiply,vectorized,f32,16777216,1,1,0.009881850,28484036.563,2.171,20.373,1.056,617,avx2
stencil_3point,vectorized,f32,16777216,1,1,0.007300338,192782153.867,1.604,27.578,1.076,618,avx2
memory_bandwidth,vectorized,f32,16777216,1,1,0.007404332,38014904.884,1.627,18.127,1.044,619,avx2
axpy,scalar,f64,16777216,0,1,0.014976585,37588672.813,3.290,26.886,0.000,620,avx2
dot_product,scalar,f64,16777216,0,1,0.010312844,54587265.494,2.266,26.029,0.000,621,avx2
elementwise_multiply,scalar,f64,16777216,0,1,0.020224590,13917462.688,4.443,19.909,0.000,622,avx2
stencil_3point,scalar,f64,16777216,0,1,0.015036672,93596168.324,3.304,26.778,0.000,623,avx2
memory_bandwidth,scalar,f64,16777216,0,1,0.015273165,18429380.990,3.356,17.576,0.000,624,avx2
axpy,vectorized,f64,16777216,0,1,0.014901454,37778189.526,3.274,27.021,1.009,625,avx2
dot_product,vectorized,f64,16777216,0,1,0.010260706,54864641.227,2.254,26.161,1.017,626,avx2
elementwise_multiply,vectorized,f64,16777216,0,1,0.020247139,13901962.974,4.448,19.887,1.021,627,avx2
stencil_3point,vectorized,f64,16777216,0,1,0.015126229,93042018.838,3.323,26.620,0.997,628,avx2
memory_bandwidth,vectorized,f64,16777216,0,1,0.015345238,18342822.491,3.371,17.493,1.009,629,avx2
axpy,scalar,f64,16777216,1,1,0.014900995,37779353.219,3.274,27.022,0.000,630,avx2
dot_product,scalar,f64,16777216,1,1,0.010231850,55019371.220,2.248,26.235,0.000,631,avx2
elementwise_multiply,scalar,f64,16777216,1,1,0.020234307,13910779.189,4.446,19.900,0.000,632,avx2
stencil_3point,scalar,f64,16777216,1,1,0.015078274,93337930.028,3.313,26.704,0.000,633,avx2
memory_bandwidth,scalar,f64,16777216,1,1,0.015393665,18285117.723,3.382,17.438,0.000,634,avx2
axpy,vectorized,f64,16777216,1,1,0.014946901,37663322.545,3.284,26.939,0.988,635,avx2
dot_product,vectorized,f64,16777216,1,1,0.010188632,55252751.639,2.238,26.347,0.996,636,avx2
elementwise_multiply,vectorized,f64,16777216,1,1,0.020284920,13876070.337,4.457,19.850,0.987,637,avx2
stencil_3point,vectorized,f64,16777216,1,1,0.015039519,93578450.451,3.304,26.773,1.005,638,avx2
memory_bandwidth,vectorized,f64,16777216,1,1,0.015334375,18355816.700,3.369,17.505,1.004,639,avx2
axpy,scalar,f32,1024,0,1,0.000000083,25266.876,0.299,148.048,0.000,640,avx2
dot_product,scalar,f32,1024,0,1,0.000000056,37449.052,0.202,146.285,0.000,641,avx2
elementwise_multiply,scalar,f32,1024,0,1,0.000000076,13797.053,0.274,161.684,0.000,642,avx2
stencil_3point,scalar,f32,1024,0,1,0.000000101,51909.756,0.364,121.663,0.000,643,avx2
memory_bandwidth,scalar,f32,1024,0,1,0.000000058,18078.850,0.209,141.241,0.000,644,avx2
axpy,vectorized,f32,1024,0,1,0.000000068,30840.500,0.245,180.706,1.206,645,avx2
dot_product,vectorized,f32,1024,0,1,0.000000055,38130.150,0.198,148.946,1.073,646,avx2
elementwise_multiply,vectorized,f32,1024,0,1,0.000000075,13981.015,0.270,163.840,0.853,647,avx2
stencil_3point,vectorized,f32,1024,0,1,0.000000100,52428.706,0.360,122.880,0.880,648,avx2
memory_bandwidth,vectorized,f32,1024,0,1,0.000000056,18724.623,0.202,146.286,1.250,649,avx2
axpy,scalar,f32,1024,1,1,0.000000043,48770.935,0.155,285.767,0.000,650,avx2
dot_product,scalar,f32,1024,1,1,0.000000045,46603.324,0.162,182.044,0.000,651,avx2
elementwise_multiply,scalar,f32,1024,1,1,0.000000056,18724.526,0.202,219.428,0.000,652,avx2
stencil_3point,scalar,f32,1024,1,1,0.000000077,68089.347,0.277,159.584,0.000,653,avx2
memory_bandwidth,scalar,f32,1024,1,1,0.000000021,49931.810,0.076,390.092,0.000,654,avx2
axpy,vectorized,f32,1024,1,1,0.000000034,61680.999,0.122,361.412,1.147,655,avx2
dot_product,vectorized,f32,1024,1,1,0.000000037,56679.798,0.133,221.405,1.432,656,avx2
elementwise_multiply,vectorized,f32,1024,1,1,0.000000037,28339.899,0.133,332.108,1.108,657,avx2
stencil_3point,vectorized,f32,1024,1,1,0.000000078,67216.400,0.281,157.538,1.064,658,avx2
memory_bandwidth,vectorized,f32,1024,1,1,0.000000016,65536.693,0.058,512.005,1.438,659,avx2
axpy,scalar,f64,1024,0,1,0.000000107,19599.562,0.385,229.682,0.000,660,avx2
dot_product,scalar,f64,1024,0,1,0.000000085,24672.358,0.306,192.753,0.000,661,avx2
elementwise_multiply,scalar,f64,1024,0,1,0.000000115,9118.052,0.414,213.704,0.000,662,avx2
stencil_3point,scalar,f64,1024,0,1,0.000000151,34721.063,0.544,162.755,0.000,663,avx2
memory_bandwidth,scalar,f64,1024,0,1,0.000000089,11781.779,0.320,184.090,0.000,664,avx2
axpy,vectorized,f64,1024,0,1,0.000000107,19599.562,0.385,229.682,1.318,665,avx2
dot_product,vectorized,f64,1024,0,1,0.000000083,25266.876,0.299,197.397,1.301,666,avx2
elementwise_multiply,vectorized,f64,1024,0,1,0.000000115,9118.052,0.414,213.704,0.670,667,avx2
stencil_3point,vectorized,f64,1024,0,1,0.000000153,34267.189,0.551,160.627,0.608,668,avx2
memory_bandwidth,vectorized,f64,1024,0,1,0.000000089,11781.779,0.320,184.090,1.124,669,avx2
axpy,scalar,f64,1024,1,1,0.000000065,32263.920,0.234,378.093,0.000,670,avx2
dot_product,scalar,f64,1024,1,1,0.000000081,25890.847,0.292,202.272,0.000,671,avx2
elementwise_multiply,scalar,f64,1024,1,1,0.000000072,14563.504,0.259,341.332,0.000,672,avx2
stencil_3point,scalar,f64,1024,1,1,0.000000143,36663.516,0.515,171.860,0.000,673,avx2
memory_bandwidth,scalar,f64,1024,1,1,0.000000032,32768.049,0.115,512.001,0.000,674,avx2
axpy,vectorized,f64,1024,1,1,0.000000065,32263.776,0.234,378.091,0.815,675,avx2
dot_product,vectorized,f64,1024,1,1,0.000000078,26886.560,0.281,210.051,1.115,676,avx2
elementwise_multiply,vectorized,f64,1024,1,1,0.000000071,14768.685,0.256,346.141,0.901,677,avx2
stencil_3point,vectorized,f64,1024,1,1,0.000000145,36157.736,0.522,169.489,0.779,678,avx2
memory_bandwidth,vectorized,f64,1024,1,1,0.000000033,31775.069,0.119,496.485,1.061,679,avx2
axpy,scalar,f32,4096,0,1,0.000000213,157532.421,0.192,230.760,0.000,680,avx2
dot_product,scalar,f32,4096,0,1,0.000000189,177536.692,0.170,173.376,0.000,681,avx2
elementwise_multiply,scalar,f32,4096,0,1,0.000000357,46994.990,0.321,137.681,0.000,682,avx2
stencil_3point,scalar,f32,4096,0,1,0.000000308,272357.388,0.277,159.584,0.000,683,avx2
memory_bandwidth,scalar,f32,4096,0,1,0.000000176,95324.996,0.158,186.182,0.000,684,avx2
axpy,vectorized,f32,4096,0,1,0.000000213,157532.421,0.192,230.760,0.953,685,avx2
dot_product,vectorized,f32,4096,0,1,0.000000188,178481.044,0.169,174.298,1.064,686,avx2
elementwise_multiply,vectorized,f32,4096,0,1,0.000000273,61454.994,0.246,180.044,0.590,687,avx2
stencil_3point,vectorized,f32,4096,0,1,0.000000303,276851.768,0.273,162.218,0.832,688,avx2
memory_bandwidth,vectorized,f32,4096,0,1,0.000000176,95324.996,0.158,186.182,1.125,689,avx2
axpy,scalar,f32,4096,1,1,0.000000129,260112.243,0.116,381.024,0.000,690,avx2
dot_product,scalar,f32,4096,1,1,0.000000185,181375.354,0.166,177.124,0.000,691,avx2
elementwise_multiply,scalar,f32,4096,1,1,0.000000148,113359.596,0.133,332.108,0.000,692,avx2
stencil_3point,scalar,f32,4096,1,1,0.000000292,287281.199,0.263,168.329,0.000,693,avx2
memory_bandwidth,scalar,f32,4096,1,1,0.000000058,289263.045,0.052,564.967,0.000,694,avx2
axpy,vectorized,f32,4096,1,1,0.000000130,258110.784,0.117,378.092,0.800,695,avx2
dot_product,vectorized,f32,4096,1,1,0.000000185,181375.354,0.166,177.124,1.049,696,avx2
elementwise_multiply,vectorized,f32,4096,1,1,0.000000149,112598.787,0.134,329.879,0.846,697,avx2
stencil_3point,vectorized,f32,4096,1,1,0.000000291,288268.139,0.262,168.907,0.801,698,avx2
memory_bandwidth,vectorized,f32,4096,1,1,0.000000075,223696.246,0.067,436.907,0.800,699,avx2
axpy,scalar,f64,4096,0,1,0.000000611,54917.238,0.550,160.890,0.000,700,avx2
dot_product,scalar,f64,4096,0,1,0.000000586,57260.113,0.527,111.836,0.000,701,avx2
elementwise_multiply,scalar,f64,4096,0,1,0.000000700,23967.448,0.630,140.434,0.000,702,avx2
stencil_3point,scalar,f64,4096,0,1,0.000000785,106861.227,0.706,125.228,0.000,703,avx2
memory_bandwidth,scalar,f64,4096,0,1,0.000000595,28196.994,0.535,110.145,0.000,704,avx2
axpy,vectorized,f64,4096,0,1,0.000000612,54827.503,0.551,160.627,0.989,705,avx2
dot_product,vectorized,f64,4096,0,1,0.000000584,57456.211,0.526,112.219,1.021,706,avx2
elementwise_multiply,vectorized,f64,4096,0,1,0.000000699,24001.737,0.629,140.635,1.004,707,avx2
stencil_3point,vectorized,f64,4096,0,1,0.000000793,105783.213,0.714,123.965,0.683,708,avx2
memory_bandwidth,vectorized,f64,4096,0,1,0.000000593,28292.108,0.534,110.516,1.084,709,avx2
axpy,scalar,f64,4096,1,1,0.000000425,78951.652,0.382,231.304,0.000,710,avx2
dot_product,scalar,f64,4096,1,1,0.000000402,83468.765,0.362,163.025,0.000,711,avx2
elementwise_multiply,scalar,f64,4096,1,1,0.000000560,29959.304,0.504,175.543,0.000,712,avx2
stencil_3point,scalar,f64,4096,1,1,0.000000780,107546.280,0.702,126.031,0.000,713,avx2
memory_bandwidth,scalar,f64,4096,1,1,0.000000501,33487.455,0.451,130.810,0.000,714,avx2
axpy,vectorized,f64,4096,1,1,0.000000421,79701.738,0.379,233.501,1.021,715,avx2
dot_product,vectorized,f64,4096,1,1,0.000000402,83468.705,0.362,163.025,1.050,716,avx2
elementwise_multiply,vectorized,f64,4096,1,1,0.000000558,30066.686,0.502,176.172,1.043,717,avx2
stencil_3point,vectorized,f64,4096,1,1,0.000000745,112598.743,0.670,131.952,0.842,718,avx2
memory_bandwidth,vectorized,f64,4096,1,1,0.000000499,33621.674,0.449,131.335,1.042,719,avx2
axpy,scalar,f32,16384,0,1,0.000001221,439697.722,0.275,161.022,0.000,720,avx2
dot_product,scalar,f32,16384,0,1,0.000001189,451531.453,0.267,110.237,0.000,721,avx2
elementwise_multiply,scalar,f32,16384,0,1,0.000001417,189439.274,0.319,138.749,0.000,722,avx2
stencil_3point,scalar,f32,16384,0,1,0.000001593,842546.839,0.358,123.420,0.000,723,avx2
memory_bandwidth,scalar,f32,16384,0,1,0.000001156,232210.646,0.260,113.384,0.000,724,avx2
axpy,vectorized,f32,16384,0,1,0.000001222,439337.902,0.275,160.890,1.004,725,avx2
dot_product,vectorized,f32,16384,0,1,0.000001189,451531.453,0.267,110.237,1.034,726,avx2
elementwise_multiply,vectorized,f32,16384,0,1,0.000001394,192564.871,0.314,141.039,1.004,727,avx2
stencil_3point,vectorized,f32,16384,0,1,0.000001603,837290.889,0.361,122.650,0.881,728,avx2
memory_bandwidth,vectorized,f32,16384,0,1,0.000001153,232814.783,0.259,113.679,1.317,729,avx2
axpy,scalar,f32,16384,1,1,0.000000927,579148.726,0.209,212.091,0.000,730,avx2
dot_product,scalar,f32,16384,1,1,0.000000822,653127.744,0.185,159.455,0.000,731,avx2
elementwise_multiply,scalar,f32,16384,1,1,0.000001114,240965.391,0.251,176.488,0.000,732,avx2
stencil_3point,scalar,f32,16384,1,1,0.000001494,898378.351,0.336,131.598,0.000,733,avx2
memory_bandwidth,scalar,f32,16384,1,1,0.000000999,268704.149,0.225,131.203,0.000,734,avx2
axpy,vectorized,f32,16384,1,1,0.000001546,347264.467,0.348,127.172,0.633,735,avx2
dot_product,vectorized,f32,16384,1,1,0.000000822,653127.744,0.185,159.455,1.044,736,avx2
elementwise_multiply,vectorized,f32,16384,1,1,0.000001115,240749.277,0.251,176.330,1.040,737,avx2
stencil_3point,vectorized,f32,16384,1,1,0.000001536,873813.302,0.346,128.000,0.817,738,avx2
memory_bandwidth,vectorized,f32,16384,1,1,0.000001119,239888.683,0.252,117.133,0.929,739,avx2
axpy,scalar,f64,16384,0,1,0.000002499,214834.289,0.562,157.349,0.000,740,avx2
dot_product,scalar,f64,16384,0,1,0.000002373,226241.427,0.534,110.469,0.000,741,avx2
elementwise_multiply,scalar,f64,16384,0,1,0.000002681,100125.122,0.603,146.668,0.000,742,avx2
stencil_3point,scalar,f64,16384,0,1,0.000003169,423533.383,0.713,124.082,0.000,743,avx2
memory_bandwidth,scalar,f64,16384,0,1,0.000002301,116660.358,0.518,113.926,0.000,744,avx2
axpy,vectorized,f64,16384,0,1,0.000002455,218684.683,0.552,160.169,0.996,745,avx2
dot_product,vectorized,f64,16384,0,1,0.000002373,226241.427,0.534,110.469,1.028,746,avx2
elementwise_multiply,vectorized,f64,16384,0,1,0.000002698,99494.232,0.607,145.744,1.047,747,avx2
stencil_3point,vectorized,f64,16384,0,1,0.000003170,423399.775,0.713,124.043,0.713,748,avx2
memory_bandwidth,vectorized,f64,16384,0,1,0.000002301,116660.358,0.518,113.926,1.105,749,avx2
axpy,scalar,f64,16384,1,1,0.000001866,287712.180,0.420,210.727,0.000,750,avx2
dot_product,scalar,f64,16384,1,1,0.000001659,323611.136,0.373,158.013,0.000,751,avx2
elementwise_multiply,scalar,f64,16384,1,1,0.000002226,120590.947,0.501,176.647,0.000,752,avx2
stencil_3point,scalar,f64,16384,1,1,0.000003057,439050.469,0.688,128.628,0.000,753,avx2
memory_bandwidth,scalar,f64,16384,1,1,0.000002002,134083.656,0.450,130.941,0.000,754,avx2
axpy,vectorized,f64,16384,1,1,0.000001848,290514.593,0.416,212.779,1.043,755,avx2
dot_product,vectorized,f64,16384,1,1,0.000001659,323611.136,0.373,158.013,1.046,756,avx2
elementwise_multiply,vectorized,f64,16384,1,1,0.000002226,120590.947,0.501,176.647,1.046,757,avx2
stencil_3point,vectorized,f64,16384,1,1,0.000003099,433100.119,0.697,126.885,0.810,758,avx2
memory_bandwidth,vectorized,f64,16384,1,1,0.000001995,134554.109,0.449,131.400,1.038,759,avx2
axpy,scalar,f32,65536,0,1,0.000004970,1728357.058,0.280,158.236,0.000,760,avx2
dot_product,scalar,f32,65536,0,1,0.000004713,1822604.377,0.265,111.243,0.000,761,avx2
elementwise_multiply,scalar,f32,65536,0,1,0.000005684,755624.096,0.320,138.359,0.000,762,avx2
stencil_3point,scalar,f32,65536,0,1,0.000006252,3434874.745,0.352,125.789,0.000,763,avx2
memory_bandwidth,scalar,f32,65536,0,1,0.000004571,939612.209,0.257,114.699,0.000,764,avx2
axpy,vectorized,f32,65536,0,1,0.000005078,1691598.004,0.286,154.870,0.963,765,avx2
dot_product,vectorized,f32,65536,0,1,0.000004817,1783254.120,0.271,108.841,1.020,766,avx2
elementwise_multiply,vectorized,f32,65536,0,1,0.000005667,757890.813,0.319,138.774,0.997,767,avx2
stencil_3point,vectorized,f32,65536,0,1,0.000006211,3457549.023,0.349,126.619,0.913,768,avx2
memory_bandwidth,vectorized,f32,65536,0,1,0.000004562,941465.848,0.257,114.925,1.152,769,avx2
axpy,scalar,f32,65536,1,1,0.000003733,2301080.850,0.210,210.670,0.000,770,avx2
dot_product,scalar,f32,65536,1,1,0.000003337,2574148.745,0.188,157.114,0.000,771,avx2
elementwise_multiply,scalar,f32,65536,1,1,0.000004471,960627.891,0.251,175.896,0.000,772,avx2
stencil_3point,scalar,f32,65536,1,1,0.000005717,3756312.217,0.322,137.560,0.000,773,avx2
memory_bandwidth,scalar,f32,65536,1,1,0.000004028,1066277.926,0.227,130.161,0.000,774,avx2
axpy,vectorized,f32,65536,1,1,0.000003696,2324116.374,0.208,212.779,1.127,775,avx2
dot_product,vectorized,f32,65536,1,1,0.000003339,2572606.865,0.188,157.019,1.067,776,avx2
elementwise_multiply,vectorized,f32,65536,1,1,0.000004464,962134.264,0.251,176.172,1.067,777,avx2
stencil_3point,vectorized,f32,65536,1,1,0.000005715,3757626.772,0.321,137.608,0.820,778,avx2
memory_bandwidth,vectorized,f32,65536,1,1,0.000004044,1062059.188,0.227,129.646,1.064,779,avx2
axpy,scalar,f64,65536,0,1,0.000007429,1156270.624,0.418,211.719,0.000,780,avx2
dot_product,scalar,f64,65536,0,1,0.000007032,1221549.289,0.396,149.115,0.000,781,avx2
elementwise_multiply,scalar,f64,65536,0,1,0.000016990,252793.835,0.956,92.576,0.000,782,avx2
stencil_3point,scalar,f64,65536,0,1,0.000012179,1763267.646,0.685,129.146,0.000,783,avx2
memory_bandwidth,scalar,f64,65536,0,1,0.000008414,510454.870,0.473,124.623,0.000,784,avx2
axpy,vectorized,f64,65536,0,1,0.000007431,1155959.420,0.418,211.662,1.093,785,avx2
dot_product,vectorized,f64,65536,0,1,0.000006734,1275606.552,0.379,155.714,1.100,786,avx2
elementwise_multiply,vectorized,f64,65536,0,1,0.000017799,241303.855,1.001,88.368,1.077,787,avx2
stencil_3point,vectorized,f64,65536,0,1,0.000012077,1778159.849,0.679,130.236,0.824,788,avx2
memory_bandwidth,vectorized,f64,65536,0,1,0.000008065,532543.992,0.454,130.016,1.070,789,avx2
axpy,scalar,f64,65536,1,1,0.000007422,1157361.205,0.417,211.919,0.000,790,avx2
dot_product,scalar,f64,65536,1,1,0.000006692,1283612.457,0.376,156.691,0.000,791,avx2
elementwise_multiply,scalar,f64,65536,1,1,0.000022431,191474.625,1.262,70.120,0.000,792,avx2
stencil_3point,scalar,f64,65536,1,1,0.000021786,985717.272,1.225,72.196,0.000,793,avx2
memory_bandwidth,scalar,f64,65536,1,1,0.000016355,262608.823,0.920,64.113,0.000,794,avx2
