# CPU: 12th Gen Intel(R) Core(TM) i5-12600KF
# CPU Frequency: 3.69 GHz
# Compiler: Clang 19.1.5
# 
kernel,implementation,data_type,array_size,aligned,stride,time_seconds,gflops,cpe,bandwidth_gbs,speedup,run_id,compiler_flags
stencil_3point,vectorized,f64,262144,1,1,0.000071417,4811142.767,1.004,88.095,1.033,518,vectorized
memory_bandwidth,vectorized,f64,262144,1,1,0.000066780,1029042.778,0.939,62.808,1.077,519,vectorized
axpy,scalar,f32,1048576,0,1,0.000160357,13713297.566,0.564,78.468,0.000,520,vectorized
dot_product,scalar,f32,1048576,0,1,0.000100339,21915937.515,0.353,83.603,0.000,521,vectorized
elementwise_multiply,scalar,f32,1048576,0,1,0.000186629,5891429.671,0.656,67.422,0.000,522,vectorized
stencil_3point,scalar,f32,1048576,0,1,0.000146819,37444459.750,0.516,85.704,0.000,523,vectorized
memory_bandwidth,scalar,f32,1048576,0,1,0.000132671,8287505.390,0.466,63.229,0.000,524,vectorized
axpy,vectorized,f32,1048576,0,1,0.000160425,13707484.835,0.564,78.435,1.056,525,vectorized
dot_product,vectorized,f32,1048576,0,1,0.000100772,21821768.470,0.354,83.243,1.017,526,vectorized
elementwise_multiply,vectorized,f32,1048576,0,1,0.000189713,5795657.802,0.667,66.326,1.183,527,vectorized
stencil_3point,vectorized,f32,1048576,0,1,0.000151973,36174571.390,0.534,82.797,1.083,528,vectorized
memory_bandwidth,vectorized,f32,1048576,0,1,0.000136904,8031260.066,0.481,61.274,1.094,529,vectorized
axpy,scalar,f32,1048576,1,1,0.000166449,13211393.617,0.585,75.596,0.000,530,vectorized
dot_product,scalar,f32,1048576,1,1,0.000098935,22226949.539,0.348,84.789,0.000,531,vectorized
elementwise_multiply,scalar,f32,1048576,1,1,0.000186691,5889473.124,0.656,67.400,0.000,532,vectorized
stencil_3point,scalar,f32,1048576,1,1,0.000141476,38858591.801,0.497,88.940,0.000,533,vectorized
memory_bandwidth,scalar,f32,1048576,1,1,0.000137618,7989591.671,0.484,60.956,0.000,534,vectorized
axpy,vectorized,f32,1048576,1,1,0.000159941,13748965.264,0.562,78.672,1.030,535,vectorized
dot_product,vectorized,f32,1048576,1,1,0.000097390,22579559.044,0.342,86.134,1.121,536,vectorized
elementwise_multiply,vectorized,f32,1048576,1,1,0.000184829,5948804.724,0.650,68.079,1.182,537,vectorized
stencil_3point,vectorized,f32,1048576,1,1,0.000142333,38624620.714,0.500,88.405,1.083,538,vectorized
memory_bandwidth,vectorized,f32,1048576,1,1,0.000136079,8079950.817,0.478,61.645,1.034,539,vectorized
axpy,scalar,f64,1048576,0,1,0.000360779,6095208.577,1.268,69.754,0.000,540,vectorized
dot_product,scalar,f64,1048576,0,1,0.000250036,8794826.570,0.879,67.099,0.000,541,vectorized
elementwise_multiply,scalar,f64,1048576,0,1,0.000613077,1793431.539,2.155,41.048,0.000,542,vectorized
stencil_3point,scalar,f64,1048576,0,1,0.000326916,16816424.213,1.149,76.979,0.000,543,vectorized
memory_bandwidth,scalar,f64,1048576,0,1,0.000319141,3445222.103,1.122,52.570,0.000,544,vectorized
axpy,vectorized,f64,1048576,0,1,0.000355283,6189497.541,1.249,70.833,1.109,545,vectorized
dot_product,vectorized,f64,1048576,0,1,0.000350273,6278026.725,1.231,47.898,0.789,546,vectorized
elementwise_multiply,vectorized,f64,1048576,0,1,0.000688525,1596908.795,2.420,36.550,0.995,547,vectorized
stencil_3point,vectorized,f64,1048576,0,1,0.000322513,17046004.778,1.134,78.030,1.180,548,vectorized
memory_bandwidth,vectorized,f64,1048576,0,1,0.000301918,3641755.800,1.061,55.569,1.075,549,vectorized
axpy,scalar,f64,1048576,1,1,0.000354476,6203588.551,1.246,70.994,0.000,550,vectorized
dot_product,scalar,f64,1048576,1,1,0.000266906,8238942.756,0.938,62.858,0.000,551,vectorized
elementwise_multiply,scalar,f64,1048576,1,1,0.000621658,1768676.069,2.185,40.482,0.000,552,vectorized
stencil_3point,scalar,f64,1048576,1,1,0.000336013,16361147.152,1.181,74.895,0.000,553,vectorized
memory_bandwidth,scalar,f64,1048576,1,1,0.000309658,3550728.960,1.089,54.180,0.000,554,vectorized
axpy,vectorized,f64,1048576,1,1,0.000377600,5823684.468,1.327,66.647,1.167,555,vectorized
dot_product,vectorized,f64,1048576,1,1,0.000258760,8498312.164,0.910,64.837,1.060,556,vectorized
elementwise_multiply,vectorized,f64,1048576,1,1,0.000624697,1760071.887,2.196,40.285,1.072,557,vectorized
stencil_3point,vectorized,f64,1048576,1,1,0.000323849,16975683.542,1.138,77.709,1.104,558,vectorized
memory_bandwidth,vectorized,f64,1048576,1,1,0.000299911,3666126.374,1.054,55.941,1.087,559,vectorized
axpy,scalar,f32,4194304,0,1,0.001174907,29946516.691,1.033,42.839,0.000,560,vectorized
dot_product,scalar,f32,4194304,0,1,0.000989670,35551620.327,0.870,33.905,0.000,561,vectorized
elementwise_multiply,scalar,f32,4194304,0,1,0.002185962,8047800.486,1.921,23.025,0.000,562,vectorized
stencil_3point,scalar,f32,4194304,0,1,0.001197722,73440189.158,1.053,42.023,0.000,563,vectorized
memory_bandwidth,scalar,f32,4194304,0,1,0.001263737,13920765.196,1.111,26.552,0.000,564,vectorized
axpy,vectorized,f32,4194304,0,1,0.001176565,29904316.456,1.034,42.778,1.071,565,vectorized
dot_product,vectorized,f32,4194304,0,1,0.000978005,35975656.649,0.859,34.309,1.012,566,vectorized
elementwise_multiply,vectorized,f32,4194304,0,1,0.002012353,8742097.457,1.768,25.011,1.007,567,vectorized
stencil_3point,vectorized,f32,4194304,0,1,0.001327499,66260637.657,1.167,37.915,0.920,568,vectorized
memory_bandwidth,vectorized,f32,4194304,0,1,0.001246499,14113277.301,1.095,26.919,1.001,569,vectorized
axpy,scalar,f32,4194304,1,1,0.001172662,30003847.735,1.031,42.921,0.000,570,vectorized
dot_product,scalar,f32,4194304,1,1,0.000996721,35300121.192,0.876,33.665,0.000,571,vectorized
elementwise_multiply,scalar,f32,4194304,1,1,0.002024801,8688353.099,1.779,24.858,0.000,572,vectorized
stencil_3point,scalar,f32,4194304,1,1,0.001231486,71426658.695,1.082,40.871,0.000,573,vectorized
memory_bandwidth,scalar,f32,4194304,1,1,0.001350360,13027774.849,1.187,24.849,0.000,574,vectorized
axpy,vectorized,f32,4194304,1,1,0.001176359,29909553.202,1.034,42.786,0.994,575,vectorized
dot_product,vectorized,f32,4194304,1,1,0.000976671,36024794.522,0.858,34.356,1.018,576,vectorized
elementwise_multiply,vectorized,f32,4194304,1,1,0.002000937,8791973.983,1.758,25.154,1.008,577,vectorized
stencil_3point,vectorized,f32,4194304,1,1,0.001235489,71195235.421,1.086,40.738,0.999,578,vectorized
memory_bandwidth,vectorized,f32,4194304,1,1,0.001232629,14272085.147,1.083,27.222,1.091,579,vectorized
axpy,scalar,f64,4194304,0,1,0.003363846,10459566.844,2.956,29.925,0.000,580,vectorized
dot_product,scalar,f64,4194304,0,1,0.002518420,13970811.894,2.213,26.647,0.000,581,vectorized
elementwise_multiply,scalar,f64,4194304,0,1,0.004759911,3695906.508,4.183,21.148,0.000,582,vectorized
stencil_3point,scalar,f64,4194304,0,1,0.003307936,26590880.304,2.907,30.431,0.000,583,vectorized
memory_bandwidth,scalar,f64,4194304,0,1,0.003369196,5221478.965,2.961,19.918,0.000,584,vectorized
axpy,vectorized,f64,4194304,0,1,0.003338050,10540396.965,2.934,30.156,0.990,585,vectorized
dot_product,vectorized,f64,4194304,0,1,0.002527884,13918507.372,2.222,26.547,1.005,586,vectorized
elementwise_multiply,vectorized,f64,4194304,0,1,0.005758037,3055240.188,5.060,17.482,0.824,587,vectorized
stencil_3point,vectorized,f64,4194304,0,1,0.003877948,22682338.759,3.408,25.958,0.846,588,vectorized
memory_bandwidth,vectorized,f64,4194304,0,1,0.003651055,4818384.287,3.209,18.381,0.925,589,vectorized
axpy,scalar,f64,4194304,1,1,0.003285051,10710449.272,2.887,30.643,0.000,590,vectorized
dot_product,scalar,f64,4194304,1,1,0.002495376,14099827.877,2.193,26.893,0.000,591,vectorized
elementwise_multiply,scalar,f64,4194304,1,1,0.004792000,3671157.355,4.211,21.007,0.000,592,vectorized
stencil_3point,scalar,f64,4194304,1,1,0.003311398,26563080.070,2.910,30.399,0.000,593,vectorized
memory_bandwidth,scalar,f64,4194304,1,1,0.003407677,5162515.709,2.995,19.693,0.000,594,vectorized
axpy,vectorized,f64,4194304,1,1,0.003237806,10866732.623,2.845,31.090,1.034,595,vectorized
dot_product,vectorized,f64,4194304,1,1,0.002503549,14053798.064,2.200,26.805,0.996,596,vectorized
elementwise_multiply,vectorized,f64,4194304,1,1,0.004754176,3700364.909,4.178,21.174,1.003,597,vectorized
stencil_3point,vectorized,f64,4194304,1,1,0.003391237,25937712.470,2.980,29.683,0.974,598,vectorized
memory_bandwidth,vectorized,f64,4194304,1,1,0.003529759,4983962.374,3.102,19.012,0.956,599,vectorized
axpy,scalar,f32,16777216,0,1,0.007573315,74333360.413,1.664,26.584,0.000,600,vectorized
dot_product,scalar,f32,16777216,0,1,0.005744648,97995552.284,1.262,23.364,0.000,601,vectorized
elementwise_multiply,scalar,f32,16777216,0,1,0.010165945,27688028.679,2.233,19.804,0.000,602,vectorized
stencil_3point,scalar,f32,16777216,0,1,0.007461379,188621283.482,1.639,26.982,0.000,603,vectorized
memory_bandwidth,scalar,f32,16777216,0,1,0.007789334,36135949.070,1.711,17.231,0.000,604,vectorized
axpy,vectorized,f32,16777216,0,1,0.007533335,74727853.390,1.655,26.725,0.960,605,vectorized
dot_product,vectorized,f32,16777216,0,1,0.005456470,103171089.263,1.199,24.598,1.005,606,vectorized
elementwise_multiply,vectorized,f32,16777216,0,1,0.010091113,27893352.964,2.217,19.951,0.987,607,vectorized
stencil_3point,vectorized,f32,16777216,0,1,0.007968557,176616027.658,1.751,25.265,0.918,608,vectorized
memory_bandwidth,vectorized,f32,16777216,0,1,0.008047226,34977888.866,1.768,16.679,0.937,609,vectorized
axpy,scalar,f32,16777216,1,1,0.007776039,72395464.249,1.708,25.891,0.000,610,vectorized
dot_product,scalar,f32,16777216,1,1,0.005731966,98212367.874,1.259,23.416,0.000,611,vectorized
elementwise_multiply,scalar,f32,16777216,1,1,0.010537243,26712393.053,2.315,19.106,0.000,612,vectorized
stencil_3point,scalar,f32,16777216,1,1,0.007741610,181793565.368,1.701,26.006,0.000,613,vectorized
memory_bandwidth,scalar,f32,16777216,1,1,0.007875144,35742200.614,1.730,17.043,0.000,614,vectorized
axpy,vectorized,f32,16777216,1,1,0.007709148,73023627.698,1.694,26.115,0.933,615,vectorized
dot_product,vectorized,f32,16777216,1,1,0.005595799,100602247.047,1.229,23.985,0.969,616,vectorized
elementwise_multiply,vectorized,f32,16777216,1,1,0.010143717,27748701.655,2.229,19.847,0.991,617,vectorized
stencil_3point,vectorized,f32,16777216,1,1,0.007623226,184616707.356,1.675,26.410,0.958,618,vectorized
memory_bandwidth,vectorized,f32,16777216,1,1,0.008084576,34816294.226,1.776,16.602,0.926,619,vectorized
axpy,scalar,f64,16777216,0,1,0.015447446,36442914.474,3.394,26.066,0.000,620,vectorized
dot_product,scalar,f64,16777216,0,1,0.011834357,47569120.436,2.600,22.683,0.000,621,vectorized
elementwise_multiply,scalar,f64,16777216,0,1,0.020715872,13587406.637,4.551,19.437,0.000,622,vectorized
stencil_3point,scalar,f64,16777216,0,1,0.015900987,88508649.404,3.493,25.323,0.000,623,vectorized
memory_bandwidth,scalar,f64,16777216,0,1,0.015751194,17870072.371,3.461,17.042,0.000,624,vectorized
axpy,vectorized,f64,16777216,0,1,0.015012322,37499192.558,3.298,26.822,0.986,625,vectorized
dot_product,vectorized,f64,16777216,0,1,0.011487864,49003883.874,2.524,23.367,0.980,626,vectorized
elementwise_multiply,vectorized,f64,16777216,0,1,0.020551162,13696304.701,4.515,19.593,0.981,627,vectorized
stencil_3point,vectorized,f64,16777216,0,1,0.015634192,90019035.430,3.435,25.755,0.967,628,vectorized
memory_bandwidth,vectorized,f64,16777216,0,1,0.016630498,16925228.379,3.654,16.141,0.927,629,vectorized
axpy,scalar,f64,16777216,1,1,0.015759830,35720560.020,3.462,25.549,0.000,630,vectorized
dot_product,scalar,f64,16777216,1,1,0.011576540,48628515.379,2.543,23.188,0.000,631,vectorized
elementwise_multiply,scalar,f64,16777216,1,1,0.021867708,12871718.276,4.804,18.413,0.000,632,vectorized
stencil_3point,scalar,f64,16777216,1,1,0.015635977,90008758.874,3.435,25.752,0.000,633,vectorized
memory_bandwidth,scalar,f64,16777216,1,1,0.015394232,18284444.246,3.382,17.437,0.000,634,vectorized
axpy,vectorized,f64,16777216,1,1,0.014840007,37934615.086,3.260,27.133,1.013,635,vectorized
dot_product,vectorized,f64,16777216,1,1,0.011102748,50703659.438,2.439,24.177,1.006,636,vectorized
elementwise_multiply,vectorized,f64,16777216,1,1,0.020184790,13944904.887,4.435,19.948,1.007,637,vectorized
stencil_3point,vectorized,f64,16777216,1,1,0.014959038,94081911.119,3.287,26.917,1.014,638,vectorized
memory_bandwidth,vectorized,f64,16777216,1,1,0.015432587,18239001.453,3.391,17.394,1.008,639,vectorized
axpy,scalar,f32,1024,0,1,0.000000081,25890.847,0.292,151.704,0.000,640,vectorized
dot_product,scalar,f32,1024,0,1,0.000000054,38836.062,0.194,151.703,0.000,641,vectorized
elementwise_multiply,scalar,f32,1024,0,1,0.000000070,14979.668,0.252,175.543,0.000,642,vectorized
stencil_3point,scalar,f32,1024,0,1,0.000000085,61680.894,0.306,144.565,0.000,643,vectorized
memory_bandwidth,scalar,f32,1024,0,1,0.000000065,16131.960,0.234,126.031,0.000,644,vectorized
axpy,vectorized,f32,1024,0,1,0.000000063,33288.027,0.227,195.047,1.825,645,vectorized
dot_product,vectorized,f32,1024,0,1,0.000000053,39569.039,0.191,154.567,1.151,646,vectorized
elementwise_multiply,vectorized,f32,1024,0,1,0.000000069,15196.766,0.248,178.087,1.101,647,vectorized
stencil_3point,vectorized,f32,1024,0,1,0.000000086,60963.669,0.310,142.884,1.047,648,vectorized
memory_bandwidth,vectorized,f32,1024,0,1,0.000000062,16912.546,0.223,132.129,1.032,649,vectorized
axpy,scalar,f32,1024,1,1,0.000000038,55188.213,0.137,323.368,0.000,650,vectorized
dot_product,scalar,f32,1024,1,1,0.000000051,41120.549,0.184,160.627,0.000,651,vectorized
elementwise_multiply,scalar,f32,1024,1,1,0.000000041,25575.011,0.148,299.707,0.000,652,vectorized
stencil_3point,scalar,f32,1024,1,1,0.000000064,81920.121,0.230,192.000,0.000,653,vectorized
memory_bandwidth,scalar,f32,1024,1,1,0.000000020,52429.164,0.072,409.603,0.000,654,vectorized
axpy,vectorized,f32,1024,1,1,0.000000027,77671.705,0.097,455.108,1.407,655,vectorized
dot_product,vectorized,f32,1024,1,1,0.000000037,56679.798,0.133,221.405,1.432,656,vectorized
elementwise_multiply,vectorized,f32,1024,1,1,0.000000034,30840.500,0.122,361.412,1.441,657,vectorized
stencil_3point,vectorized,f32,1024,1,1,0.000000062,84562.731,0.223,198.194,1.435,658,vectorized
memory_bandwidth,vectorized,f32,1024,1,1,0.000000020,52428.401,0.072,409.597,1.400,659,vectorized
axpy,scalar,f64,1024,0,1,0.000000091,23045.598,0.328,270.066,0.000,660,vectorized
dot_product,scalar,f64,1024,0,1,0.000000081,25890.754,0.292,202.272,0.000,661,vectorized
elementwise_multiply,scalar,f64,1024,0,1,0.000000116,9039.447,0.418,211.862,0.000,662,vectorized
stencil_3point,scalar,f64,1024,0,1,0.000000115,45590.260,0.414,213.704,0.000,663,vectorized
memory_bandwidth,scalar,f64,1024,0,1,0.000000090,11650.869,0.324,182.045,0.000,664,vectorized
axpy,vectorized,f64,1024,0,1,0.000000090,23301.662,0.324,273.066,1.033,665,vectorized
dot_product,vectorized,f64,1024,0,1,0.000000084,24966.078,0.302,195.047,1.024,666,vectorized
elementwise_multiply,vectorized,f64,1024,0,1,0.000000100,10485.741,0.360,245.760,1.020,667,vectorized
stencil_3point,vectorized,f64,1024,0,1,0.000000116,45197.237,0.418,211.862,1.026,668,vectorized
memory_bandwidth,vectorized,f64,1024,0,1,0.000000090,11650.831,0.324,182.044,1.022,669,vectorized
axpy,scalar,f64,1024,1,1,0.000000051,41120.549,0.184,481.881,0.000,670,vectorized
dot_product,scalar,f64,1024,1,1,0.000000083,25266.876,0.299,197.397,0.000,671,vectorized
elementwise_multiply,scalar,f64,1024,1,1,0.000000056,18724.526,0.202,438.856,0.000,672,vectorized
stencil_3point,scalar,f64,1024,1,1,0.000000119,44057.911,0.428,206.521,0.000,673,vectorized
memory_bandwidth,scalar,f64,1024,1,1,0.000000034,30840.500,0.122,481.883,0.000,674,vectorized
axpy,vectorized,f64,1024,1,1,0.000000051,41120.549,0.184,481.881,1.098,675,vectorized
dot_product,vectorized,f64,1024,1,1,0.000000082,25575.011,0.295,199.805,1.037,676,vectorized
elementwise_multiply,vectorized,f64,1024,1,1,0.000000061,17189.804,0.220,402.886,0.934,677,vectorized
stencil_3point,vectorized,f64,1024,1,1,0.000000119,44057.803,0.428,206.521,1.034,678,vectorized
memory_bandwidth,vectorized,f64,1024,1,1,0.000000033,31775.069,0.119,496.485,1.030,679,vectorized
axpy,scalar,f32,4096,0,1,0.000000180,186413.599,0.162,273.067,0.000,680,vectorized
dot_product,scalar,f32,4096,0,1,0.000000190,176602.282,0.171,172.463,0.000,681,vectorized
elementwise_multiply,scalar,f32,4096,0,1,0.000000272,61680.933,0.245,180.706,0.000,682,vectorized
stencil_3point,scalar,f32,4096,0,1,0.000000225,372827.077,0.202,218.453,0.000,683,vectorized
memory_bandwidth,scalar,f32,4096,0,1,0.000000179,93727.360,0.161,183.061,0.000,684,vectorized
axpy,vectorized,f32,4096,0,1,0.000000179,187455.024,0.161,274.592,1.022,685,vectorized
dot_product,vectorized,f32,4096,0,1,0.000000191,175677.655,0.172,171.560,1.031,686,vectorized
elementwise_multiply,vectorized,f32,4096,0,1,0.000000272,61680.933,0.245,180.706,1.022,687,vectorized
stencil_3point,vectorized,f32,4096,0,1,0.000000234,358487.913,0.211,210.052,1.017,688,vectorized
memory_bandwidth,vectorized,f32,4096,0,1,0.000000180,93206.799,0.162,182.045,1.017,689,vectorized
axpy,scalar,f32,4096,1,1,0.000000102,328965.331,0.092,481.883,0.000,690,vectorized
dot_product,scalar,f32,4096,1,1,0.000000190,176602.282,0.171,172.463,0.000,691,vectorized
elementwise_multiply,scalar,f32,4096,1,1,0.000000123,136400.060,0.111,399.610,0.000,692,vectorized
stencil_3point,scalar,f32,4096,1,1,0.000000236,355449.415,0.212,208.271,0.000,693,vectorized
memory_bandwidth,scalar,f32,4096,1,1,0.000000056,299592.419,0.050,585.141,0.000,694,vectorized
axpy,vectorized,f32,4096,1,1,0.000000107,313592.993,0.096,459.365,0.963,695,vectorized
dot_product,vectorized,f32,4096,1,1,0.000000189,177536.692,0.170,173.376,1.037,696,vectorized
elementwise_multiply,vectorized,f32,4096,1,1,0.000000125,134217.644,0.112,393.216,1.184,697,vectorized
stencil_3point,vectorized,f32,4096,1,1,0.000000241,348075.313,0.217,203.950,1.017,698,vectorized
memory_bandwidth,vectorized,f32,4096,1,1,0.000000056,299593.976,0.050,585.144,1.018,699,vectorized
axpy,scalar,f64,4096,0,1,0.000000552,60787.000,0.497,178.087,0.000,700,vectorized
dot_product,scalar,f64,4096,0,1,0.000000467,71851.022,0.420,140.334,0.000,701,vectorized
elementwise_multiply,scalar,f64,4096,0,1,0.000000725,23140.988,0.652,135.592,0.000,702,vectorized
stencil_3point,scalar,f64,4096,0,1,0.000000615,136400.124,0.553,159.844,0.000,703,vectorized
memory_bandwidth,scalar,f64,4096,0,1,0.000000566,29641.727,0.509,115.788,0.000,704,vectorized
axpy,vectorized,f64,4096,0,1,0.000000551,60897.322,0.496,178.410,1.020,705,vectorized
dot_product,vectorized,f64,4096,0,1,0.000000468,71697.493,0.421,140.034,1.011,706,vectorized
elementwise_multiply,vectorized,f64,4096,0,1,0.000000739,22702.599,0.665,133.023,1.001,707,vectorized
stencil_3point,vectorized,f64,4096,0,1,0.000000615,136400.124,0.553,159.844,1.036,708,vectorized
memory_bandwidth,vectorized,f64,4096,0,1,0.000000565,29694.191,0.508,115.993,1.127,709,vectorized
axpy,scalar,f64,4096,1,1,0.000000421,79701.738,0.379,233.501,0.000,710,vectorized
dot_product,scalar,f64,4096,1,1,0.000000411,81640.968,0.370,159.455,0.000,711,vectorized
elementwise_multiply,scalar,f64,4096,1,1,0.000000564,29746.825,0.508,174.298,0.000,712,vectorized
stencil_3point,scalar,f64,4096,1,1,0.000000626,134003.361,0.563,157.035,0.000,713,vectorized
memory_bandwidth,scalar,f64,4096,1,1,0.000000481,34879.876,0.433,136.250,0.000,714,vectorized
axpy,vectorized,f64,4096,1,1,0.000000422,79512.870,0.380,232.948,1.019,715,vectorized
dot_product,vectorized,f64,4096,1,1,0.000000411,81640.910,0.370,159.455,1.024,716,vectorized
elementwise_multiply,vectorized,f64,4096,1,1,0.000000564,29746.841,0.508,174.298,1.034,717,vectorized
stencil_3point,vectorized,f64,4096,1,1,0.000000638,131482.842,0.574,154.081,1.005,718,vectorized
memory_bandwidth,vectorized,f64,4096,1,1,0.000000481,34879.876,0.433,136.250,1.083,719,vectorized
axpy,scalar,f32,16384,0,1,0.000001151,466438.659,0.259,170.815,0.000,720,vectorized
dot_product,scalar,f32,16384,0,1,0.000000953,563348.293,0.214,137.536,0.000,721,vectorized
elementwise_multiply,scalar,f32,16384,0,1,0.000001446,185640.017,0.325,135.967,0.000,722,vectorized
stencil_3point,scalar,f32,16384,0,1,0.000001247,1076324.847,0.281,157.665,0.000,723,vectorized
memory_bandwidth,scalar,f32,16384,0,1,0.000001133,236924.520,0.255,115.686,0.000,724,vectorized
axpy,vectorized,f32,16384,0,1,0.000001254,428126.743,0.282,156.785,0.928,725,vectorized
dot_product,vectorized,f32,16384,0,1,0.000001000,536870.887,0.225,131.072,0.963,726,vectorized
elementwise_multiply,vectorized,f32,16384,0,1,0.000001447,185511.723,0.326,135.873,1.019,727,vectorized
stencil_3point,vectorized,f32,16384,0,1,0.000001247,1076324.847,0.281,157.665,1.022,728,vectorized
memory_bandwidth,vectorized,f32,16384,0,1,0.000001123,239034.282,0.253,116.716,1.108,729,vectorized
axpy,scalar,f32,16384,1,1,0.000000945,568117.415,0.213,208.051,0.000,730,vectorized
dot_product,scalar,f32,16384,1,1,0.000000839,639893.827,0.189,156.224,0.000,731,vectorized
elementwise_multiply,scalar,f32,16384,1,1,0.000001141,235263.276,0.257,172.312,0.000,732,vectorized
stencil_3point,scalar,f32,16384,1,1,0.000001246,1077188.929,0.280,157.791,0.000,733,vectorized
memory_bandwidth,scalar,f32,16384,1,1,0.000000959,279911.834,0.216,136.676,0.000,734,vectorized
axpy,vectorized,f32,16384,1,1,0.000000947,566917.581,0.213,207.611,1.019,735,vectorized
dot_product,vectorized,f32,16384,1,1,0.000000839,639893.827,0.189,156.224,1.039,736,vectorized
elementwise_multiply,vectorized,f32,16384,1,1,0.000001128,237974.664,0.254,174.298,1.028,737,vectorized
stencil_3point,vectorized,f32,16384,1,1,0.000001261,1064375.323,0.284,155.914,1.011,738,vectorized
memory_bandwidth,vectorized,f32,16384,1,1,0.000000969,277023.145,0.218,135.265,1.079,739,vectorized
axpy,scalar,f64,16384,0,1,0.000002299,233523.693,0.517,171.038,0.000,740,vectorized
dot_product,scalar,f64,16384,0,1,0.000001895,283309.163,0.426,138.335,0.000,741,vectorized
elementwise_multiply,scalar,f64,16384,0,1,0.000002764,97118.469,0.622,142.263,0.000,742,vectorized
stencil_3point,scalar,f64,16384,0,1,0.000002543,527792.903,0.572,154.627,0.000,743,vectorized
memory_bandwidth,scalar,f64,16384,0,1,0.000002293,117067.360,0.516,114.324,0.000,744,vectorized
axpy,vectorized,f64,16384,0,1,0.000002315,231909.694,0.521,169.856,1.012,745,vectorized
dot_product,vectorized,f64,16384,0,1,0.000001911,280937.160,0.430,137.176,1.008,746,vectorized
elementwise_multiply,vectorized,f64,16384,0,1,0.000002735,98148.252,0.615,143.772,1.081,747,vectorized
stencil_3point,vectorized,f64,16384,0,1,0.000002619,512477.034,0.589,150.140,0.961,748,vectorized
memory_bandwidth,vectorized,f64,16384,0,1,0.000002239,119890.786,0.504,117.081,1.087,749,vectorized
axpy,scalar,f64,16384,1,1,0.000001896,283159.781,0.427,207.392,0.000,750,vectorized
dot_product,scalar,f64,16384,1,1,0.000001693,317112.159,0.381,154.840,0.000,751,vectorized
elementwise_multiply,scalar,f64,16384,1,1,0.000002259,118829.328,0.508,174.066,0.000,752,vectorized
stencil_3point,scalar,f64,16384,1,1,0.000002482,540764.420,0.558,158.427,0.000,753,vectorized
memory_bandwidth,scalar,f64,16384,1,1,0.000001908,140689.444,0.429,137.392,0.000,754,vectorized
axpy,vectorized,f64,16384,1,1,0.000001884,284963.316,0.424,208.713,1.023,755,vectorized
dot_product,vectorized,f64,16384,1,1,0.000001694,316924.960,0.381,154.749,1.021,756,vectorized
elementwise_multiply,vectorized,f64,16384,1,1,0.000002258,118881.955,0.508,174.143,1.027,757,vectorized
stencil_3point,vectorized,f64,16384,1,1,0.000002727,492180.922,0.614,144.194,0.926,758,vectorized
memory_bandwidth,vectorized,f64,16384,1,1,0.000001911,140468.580,0.430,137.176,1.087,759,vectorized
axpy,scalar,f32,65536,0,1,0.000004562,1882931.696,0.257,172.388,0.000,760,vectorized
dot_product,scalar,f32,65536,0,1,0.000003691,2327264.938,0.208,142.045,0.000,761,vectorized
elementwise_multiply,scalar,f32,65536,0,1,0.000005413,793454.163,0.304,145.286,0.000,762,vectorized
stencil_3point,scalar,f32,65536,0,1,0.000004489,4783879.674,0.252,175.191,0.000,763,vectorized
memory_bandwidth,scalar,f32,65536,0,1,0.000004490,956562.843,0.253,116.768,0.000,764,vectorized
axpy,vectorized,f32,65536,0,1,0.000004558,1884584.128,0.256,172.539,1.020,765,vectorized
dot_product,vectorized,f32,65536,0,1,0.000003706,2317845.283,0.208,141.470,1.036,766,vectorized
elementwise_multiply,vectorized,f32,65536,0,1,0.000005405,794628.572,0.304,145.501,1.090,767,vectorized
stencil_3point,vectorized,f32,65536,0,1,0.000004495,4777494.025,0.253,174.957,1.234,768,vectorized
memory_bandwidth,vectorized,f32,65536,0,1,0.000004459,963213.140,0.251,117.580,1.053,769,vectorized
axpy,scalar,f32,65536,1,1,0.000003799,2261104.062,0.214,207.010,0.000,770,vectorized
dot_product,scalar,f32,65536,1,1,0.000003408,2520520.678,0.192,153.840,0.000,771,vectorized
elementwise_multiply,scalar,f32,65536,1,1,0.000004472,960413.080,0.252,175.857,0.000,772,vectorized
stencil_3point,scalar,f32,65536,1,1,0.000004496,4776431.716,0.253,174.918,0.000,773,vectorized
memory_bandwidth,scalar,f32,65536,1,1,0.000003819,1124631.402,0.215,137.284,0.000,774,vectorized
axpy,vectorized,f32,65536,1,1,0.000003738,2298002.870,0.210,210.388,1.070,775,vectorized
dot_product,vectorized,f32,65536,1,1,0.000003408,2520520.678,0.192,153.840,1.136,776,vectorized
elementwise_multiply,vectorized,f32,65536,1,1,0.000004467,961488.035,0.251,176.054,1.107,777,vectorized
stencil_3point,vectorized,f32,65536,1,1,0.000004701,4568142.201,0.264,167.290,1.037,778,vectorized
memory_bandwidth,vectorized,f32,65536,1,1,0.000003832,1120816.078,0.216,136.818,1.069,779,vectorized
axpy,scalar,f64,65536,0,1,0.000007541,1139097.533,0.424,208.575,0.000,780,vectorized
dot_product,scalar,f64,65536,0,1,0.000006853,1253456.129,0.385,153.010,0.000,781,vectorized
elementwise_multiply,scalar,f64,65536,0,1,0.000017878,240237.572,1.006,87.978,0.000,782,vectorized
