# CPU: 12th Gen Intel(R) Core(TM) i5-12600KF
# CPU Frequency: 3.69 GHz
# Compiler: Clang 19.1.5
# 
kernel,implementation,data_type,array_size,aligned,stride,time_seconds,gflops,cpe,bandwidth_gbs,speedup,run_id,compiler_flags
elementwise_multiply,scalar,f32,4194304,1,1,0.002016514,8724058.471,1.772,24.960,0.000,252,vectorized
stencil_3point,scalar,f32,4194304,1,1,0.001234673,71242288.624,1.085,40.765,0.000,253,vectorized
memory_bandwidth,scalar,f32,4194304,1,1,0.001344511,13084449.324,1.182,24.957,0.000,254,vectorized
axpy,vectorized,f32,4194304,1,1,0.001146153,30697796.968,1.007,43.914,1.021,255,vectorized
dot_product,vectorized,f32,4194304,1,1,0.000991359,35491050.253,0.871,33.847,1.003,256,vectorized
elementwise_multiply,vectorized,f32,4194304,1,1,0.002010988,8748031.338,1.767,25.028,1.003,257,vectorized
stencil_3point,vectorized,f32,4194304,1,1,0.001292522,68053719.946,1.136,38.941,0.955,258,vectorized
memory_bandwidth,vectorized,f32,4194304,1,1,0.001238449,14205014.531,1.088,27.094,1.086,259,vectorized
axpy,scalar,f64,4194304,0,1,0.003304221,10648310.779,2.904,30.465,0.000,260,vectorized
dot_product,scalar,f64,4194304,0,1,0.002540944,13846968.720,2.233,26.411,0.000,261,vectorized
elementwise_multiply,scalar,f64,4194304,0,1,0.004744088,3708233.499,4.169,21.219,0.000,262,vectorized
stencil_3point,scalar,f64,4194304,0,1,0.003280916,26809869.628,2.883,30.681,0.000,263,vectorized
memory_bandwidth,scalar,f64,4194304,0,1,0.003375633,5211522.119,2.967,19.880,0.000,264,vectorized
axpy,vectorized,f64,4194304,0,1,0.003420187,10287265.605,3.006,29.432,0.966,265,vectorized
dot_product,vectorized,f64,4194304,0,1,0.002551286,13790838.067,2.242,26.304,0.996,266,vectorized
elementwise_multiply,vectorized,f64,4194304,0,1,0.004785620,3676051.597,4.206,21.035,0.991,267,vectorized
stencil_3point,vectorized,f64,4194304,0,1,0.003288619,26747072.319,2.890,30.610,0.998,268,vectorized
memory_bandwidth,vectorized,f64,4194304,0,1,0.003371784,5217471.239,2.963,19.903,1.001,269,vectorized
axpy,scalar,f64,4194304,1,1,0.003347043,10512076.508,2.941,30.075,0.000,270,vectorized
dot_product,scalar,f64,4194304,1,1,0.002492952,14113537.720,2.191,26.919,0.000,271,vectorized
elementwise_multiply,scalar,f64,4194304,1,1,0.004766596,3690723.116,4.189,21.118,0.000,272,vectorized
stencil_3point,scalar,f64,4194304,1,1,0.003301555,26642273.177,2.901,30.490,0.000,273,vectorized
memory_bandwidth,scalar,f64,4194304,1,1,0.003374861,5212714.255,2.966,19.885,0.000,274,vectorized
axpy,vectorized,f64,4194304,1,1,0.003341288,10530182.399,2.936,30.127,1.002,275,vectorized
dot_product,vectorized,f64,4194304,1,1,0.002492887,14113905.720,2.191,26.920,1.000,276,vectorized
elementwise_multiply,vectorized,f64,4194304,1,1,0.004767038,3690380.913,4.189,21.117,1.000,277,vectorized
stencil_3point,vectorized,f64,4194304,1,1,0.003309259,26580249.604,2.908,30.419,0.998,278,vectorized
memory_bandwidth,vectorized,f64,4194304,1,1,0.003309232,5316093.294,2.908,20.279,1.020,279,vectorized
axpy,scalar,f32,16777216,0,1,0.007232317,77838119.296,1.589,27.837,0.000,280,vectorized
dot_product,scalar,f32,16777216,0,1,0.005481173,102706109.335,1.204,24.487,0.000,281,vectorized
elementwise_multiply,scalar,f32,16777216,0,1,0.009955243,28274043.809,2.187,20.223,0.000,282,vectorized
stencil_3point,scalar,f32,16777216,0,1,0.007311951,192475973.041,1.606,27.534,0.000,283,vectorized
memory_bandwidth,scalar,f32,16777216,0,1,0.007543392,37314112.366,1.657,17.793,0.000,284,vectorized
axpy,vectorized,f32,16777216,0,1,0.007180343,78401540.627,1.578,28.039,1.007,285,vectorized
dot_product,vectorized,f32,16777216,0,1,0.005526714,101859794.700,1.214,24.285,0.992,286,vectorized
elementwise_multiply,vectorized,f32,16777216,0,1,0.009939741,28318139.950,2.184,20.255,1.002,287,vectorized
stencil_3point,vectorized,f32,16777216,0,1,0.007329763,192008238.677,1.610,27.467,0.998,288,vectorized
memory_bandwidth,vectorized,f32,16777216,0,1,0.007456391,37749492.578,1.638,18.000,1.012,289,vectorized
axpy,scalar,f32,16777216,1,1,0.007193973,78252997.813,1.581,27.985,0.000,290,vectorized
dot_product,scalar,f32,16777216,1,1,0.005421718,103832392.876,1.191,24.756,0.000,291,vectorized
elementwise_multiply,scalar,f32,16777216,1,1,0.010052764,27999759.738,2.209,20.027,0.000,292,vectorized
stencil_3point,scalar,f32,16777216,1,1,0.007299879,192794275.568,1.604,27.579,0.000,293,vectorized
memory_bandwidth,scalar,f32,16777216,1,1,0.007484347,37608488.316,1.644,17.933,0.000,294,vectorized
axpy,vectorized,f32,16777216,1,1,0.007200213,78185180.554,1.582,27.961,0.999,295,vectorized
dot_product,vectorized,f32,16777216,1,1,0.005451168,103271437.134,1.198,24.622,0.995,296,vectorized
elementwise_multiply,vectorized,f32,16777216,1,1,0.010038971,28038229.886,2.206,20.055,1.001,297,vectorized
stencil_3point,vectorized,f32,16777216,1,1,0.007371417,190923249.025,1.620,27.312,0.990,298,vectorized
memory_bandwidth,vectorized,f32,16777216,1,1,0.007427568,37895981.122,1.632,18.070,1.008,299,vectorized
axpy,scalar,f64,16777216,0,1,0.014806151,38021357.030,3.253,27.195,0.000,300,vectorized
dot_product,scalar,f64,16777216,0,1,0.011258193,50003579.919,2.473,23.844,0.000,301,vectorized
elementwise_multiply,scalar,f64,16777216,0,1,0.020150946,13968325.691,4.427,19.982,0.000,302,vectorized
stencil_3point,scalar,f64,16777216,0,1,0.015114629,93113425.646,3.321,26.640,0.000,303,vectorized
memory_bandwidth,scalar,f64,16777216,0,1,0.015422367,18251087.963,3.388,17.406,0.000,304,vectorized
axpy,vectorized,f64,16777216,0,1,0.014946802,37663572.009,3.284,26.939,0.991,305,vectorized
dot_product,vectorized,f64,16777216,0,1,0.011286986,49876021.235,2.480,23.783,0.997,306,vectorized
elementwise_multiply,vectorized,f64,16777216,0,1,0.020278590,13880401.779,4.455,19.856,0.994,307,vectorized
stencil_3point,vectorized,f64,16777216,0,1,0.014972367,93998155.639,3.289,26.893,1.010,308,vectorized
memory_bandwidth,vectorized,f64,16777216,0,1,0.015467229,18198151.505,3.398,17.355,0.997,309,vectorized
axpy,scalar,f64,16777216,1,1,0.015035811,37440611.180,3.303,26.780,0.000,310,vectorized
dot_product,scalar,f64,16777216,1,1,0.011173324,50383391.140,2.455,24.025,0.000,311,vectorized
elementwise_multiply,scalar,f64,16777216,1,1,0.020326093,13847962.651,4.466,19.810,0.000,312,vectorized
stencil_3point,scalar,f64,16777216,1,1,0.015164627,92806429.303,3.332,26.552,0.000,313,vectorized
memory_bandwidth,scalar,f64,16777216,1,1,0.015552725,18098113.142,3.417,17.260,0.000,314,vectorized
axpy,vectorized,f64,16777216,1,1,0.014899895,37782142.319,3.274,27.024,1.009,315,vectorized
dot_product,vectorized,f64,16777216,1,1,0.011102513,50704732.651,2.439,24.178,1.006,316,vectorized
elementwise_multiply,vectorized,f64,16777216,1,1,0.020322331,13850526.138,4.465,19.813,1.000,317,vectorized
stencil_3point,vectorized,f64,16777216,1,1,0.015140458,92954577.963,3.326,26.595,1.002,318,vectorized
memory_bandwidth,vectorized,f64,16777216,1,1,0.015477344,18186258.360,3.400,17.344,1.005,319,vectorized
axpy,scalar,f32,1024,0,1,0.000000081,25890.754,0.292,151.704,0.000,320,vectorized
dot_product,scalar,f32,1024,0,1,0.000000051,41120.784,0.184,160.628,0.000,321,vectorized
elementwise_multiply,scalar,f32,1024,0,1,0.000000071,14768.685,0.256,173.071,0.000,322,vectorized
stencil_3point,scalar,f32,1024,0,1,0.000000103,50901.791,0.371,119.301,0.000,323,vectorized
memory_bandwidth,scalar,f32,1024,0,1,0.000000045,23301.662,0.162,182.044,0.000,324,vectorized
axpy,vectorized,f32,1024,0,1,0.000000050,41942.965,0.180,245.760,2.300,325,vectorized
dot_product,vectorized,f32,1024,0,1,0.000000040,52428.782,0.144,204.800,1.525,326,vectorized
elementwise_multiply,vectorized,f32,1024,0,1,0.000000056,18724.623,0.202,219.429,1.357,327,vectorized
stencil_3point,vectorized,f32,1024,0,1,0.000000074,70849.748,0.266,166.054,1.216,328,vectorized
memory_bandwidth,vectorized,f32,1024,0,1,0.000000044,23831.407,0.158,186.183,1.455,329,vectorized
axpy,scalar,f32,1024,1,1,0.000000034,61680.999,0.122,361.412,0.000,330,vectorized
dot_product,scalar,f32,1024,1,1,0.000000037,56679.798,0.133,221.405,0.000,331,vectorized
elementwise_multiply,scalar,f32,1024,1,1,0.000000032,32768.049,0.115,384.001,0.000,332,vectorized
stencil_3point,scalar,f32,1024,1,1,0.000000079,66365.553,0.284,155.544,0.000,333,vectorized
memory_bandwidth,scalar,f32,1024,1,1,0.000000020,52429.164,0.072,409.603,0.000,334,vectorized
axpy,vectorized,f32,1024,1,1,0.000000034,61680.999,0.122,361.412,1.118,335,vectorized
dot_product,vectorized,f32,1024,1,1,0.000000036,58254.250,0.130,227.556,1.472,336,vectorized
elementwise_multiply,vectorized,f32,1024,1,1,0.000000035,29959.335,0.126,351.086,1.400,337,vectorized
stencil_3point,vectorized,f32,1024,1,1,0.000000077,68089.347,0.277,159.584,1.156,338,vectorized
memory_bandwidth,vectorized,f32,1024,1,1,0.000000021,49932.502,0.076,390.098,1.333,339,vectorized
axpy,scalar,f64,1024,0,1,0.000000099,21183.379,0.356,248.243,0.000,340,vectorized
dot_product,scalar,f64,1024,0,1,0.000000079,26546.221,0.284,207.392,0.000,341,vectorized
elementwise_multiply,scalar,f64,1024,0,1,0.000000115,9118.052,0.414,213.704,0.000,342,vectorized
stencil_3point,scalar,f64,1024,0,1,0.000000143,36663.516,0.515,171.860,0.000,343,vectorized
memory_bandwidth,scalar,f64,1024,0,1,0.000000088,11915.624,0.317,186.182,0.000,344,vectorized
axpy,vectorized,f64,1024,0,1,0.000000099,21183.317,0.356,248.242,0.939,345,vectorized
dot_product,vectorized,f64,1024,0,1,0.000000082,25575.011,0.295,199.805,1.049,346,vectorized
elementwise_multiply,vectorized,f64,1024,0,1,0.000000114,9198.035,0.410,215.579,0.895,347,vectorized
stencil_3point,vectorized,f64,1024,0,1,0.000000144,36408.906,0.518,170.667,0.826,348,vectorized
memory_bandwidth,vectorized,f64,1024,0,1,0.000000088,11915.624,0.317,186.182,1.045,349,vectorized
axpy,scalar,f64,1024,1,1,0.000000065,32263.776,0.234,378.091,0.000,350,vectorized
dot_product,scalar,f64,1024,1,1,0.000000079,26546.221,0.284,207.392,0.000,351,vectorized
elementwise_multiply,scalar,f64,1024,1,1,0.000000065,16131.960,0.234,378.093,0.000,352,vectorized
stencil_3point,scalar,f64,1024,1,1,0.000000148,35424.874,0.533,166.054,0.000,353,vectorized
memory_bandwidth,scalar,f64,1024,1,1,0.000000033,31774.788,0.119,496.481,0.000,354,vectorized
axpy,vectorized,f64,1024,1,1,0.000000065,32263.920,0.234,378.093,0.862,355,vectorized
dot_product,vectorized,f64,1024,1,1,0.000000081,25890.847,0.292,202.272,1.049,356,vectorized
elementwise_multiply,vectorized,f64,1024,1,1,0.000000064,16383.950,0.230,383.999,0.891,357,vectorized
stencil_3point,vectorized,f64,1024,1,1,0.000000147,35665.861,0.529,167.184,0.837,358,vectorized
memory_bandwidth,vectorized,f64,1024,1,1,0.000000032,32768.049,0.115,512.001,1.063,359,vectorized
axpy,scalar,f32,4096,0,1,0.000000196,171196.049,0.176,250.775,0.000,360,vectorized
dot_product,scalar,f32,4096,0,1,0.000000187,179435.495,0.168,175.230,0.000,361,vectorized
elementwise_multiply,scalar,f32,4096,0,1,0.000000270,62137.833,0.243,182.044,0.000,362,vectorized
stencil_3point,scalar,f32,4096,0,1,0.000000282,297468.560,0.254,174.298,0.000,363,vectorized
memory_bandwidth,scalar,f32,4096,0,1,0.000000175,95869.713,0.157,187.246,0.000,364,vectorized
axpy,vectorized,f32,4096,0,1,0.000000196,171196.049,0.176,250.775,0.934,365,vectorized
dot_product,vectorized,f32,4096,0,1,0.000000186,180400.210,0.167,176.172,1.059,366,vectorized
elementwise_multiply,vectorized,f32,4096,0,1,0.000000264,63550.067,0.238,186.182,1.053,367,vectorized
stencil_3point,vectorized,f32,4096,0,1,0.000000285,294337.286,0.256,172.463,0.835,368,vectorized
memory_bandwidth,vectorized,f32,4096,0,1,0.000000176,95324.996,0.158,186.182,1.040,369,vectorized
axpy,scalar,f32,4096,1,1,0.000000129,260111.656,0.116,381.023,0.000,370,vectorized
dot_product,scalar,f32,4096,1,1,0.000000186,180399.927,0.167,176.172,0.000,371,vectorized
elementwise_multiply,scalar,f32,4096,1,1,0.000000178,94253.921,0.160,276.135,0.000,372,vectorized
stencil_3point,scalar,f32,4096,1,1,0.000000294,285326.607,0.265,167.184,0.000,373,vectorized
memory_bandwidth,scalar,f32,4096,1,1,0.000000067,250406.478,0.060,489.075,0.000,374,vectorized
axpy,vectorized,f32,4096,1,1,0.000000129,260112.243,0.116,381.024,0.798,375,vectorized
dot_product,vectorized,f32,4096,1,1,0.000000186,180400.210,0.167,176.172,1.054,376,vectorized
elementwise_multiply,vectorized,f32,4096,1,1,0.000000145,115704.986,0.130,338.979,1.021,377,vectorized
stencil_3point,vectorized,f32,4096,1,1,0.000000300,279620.308,0.270,163.840,0.817,378,vectorized
memory_bandwidth,vectorized,f32,4096,1,1,0.000000080,209715.129,0.072,409.600,0.713,379,vectorized
axpy,scalar,f64,4096,0,1,0.000000558,60133.403,0.502,176.172,0.000,380,vectorized
dot_product,scalar,f64,4096,0,1,0.000000452,74235.477,0.407,144.991,0.000,381,vectorized
elementwise_multiply,scalar,f64,4096,0,1,0.000000709,23663.205,0.638,138.652,0.000,382,vectorized
stencil_3point,scalar,f64,4096,0,1,0.000000790,106184.924,0.711,124.435,0.000,383,vectorized
memory_bandwidth,scalar,f64,4096,0,1,0.000000609,27548.796,0.548,107.612,0.000,384,vectorized
axpy,vectorized,f64,4096,0,1,0.000000557,60241.364,0.501,176.488,1.009,385,vectorized
dot_product,vectorized,f64,4096,0,1,0.000000453,74071.601,0.408,144.671,1.044,386,vectorized
elementwise_multiply,vectorized,f64,4096,0,1,0.000000757,22162.770,0.681,129.860,0.978,387,vectorized
stencil_3point,vectorized,f64,4096,0,1,0.000000792,105916.779,0.713,124.121,0.804,388,vectorized
memory_bandwidth,vectorized,f64,4096,0,1,0.000000612,27413.751,0.551,107.085,1.041,389,vectorized
axpy,scalar,f64,4096,1,1,0.000000411,81640.968,0.370,239.183,0.000,390,vectorized
dot_product,scalar,f64,4096,1,1,0.000000403,83261.585,0.363,162.620,0.000,391,vectorized
elementwise_multiply,scalar,f64,4096,1,1,0.000000560,29959.304,0.504,175.543,0.000,392,vectorized
stencil_3point,scalar,f64,4096,1,1,0.000000774,108379.938,0.697,127.008,0.000,393,vectorized
memory_bandwidth,scalar,f64,4096,1,1,0.000000496,33825.033,0.446,132.129,0.000,394,vectorized
axpy,vectorized,f64,4096,1,1,0.000000413,81245.552,0.372,238.024,1.041,395,vectorized
dot_product,vectorized,f64,4096,1,1,0.000000403,83261.645,0.363,162.620,1.045,396,vectorized
elementwise_multiply,vectorized,f64,4096,1,1,0.000000557,30120.682,0.501,176.488,1.047,397,vectorized
stencil_3point,vectorized,f64,4096,1,1,0.000000797,105252.302,0.717,123.343,0.804,398,vectorized
memory_bandwidth,vectorized,f64,4096,1,1,0.000000501,33487.455,0.451,130.810,1.040,399,vectorized
axpy,scalar,f32,16384,0,1,0.000001135,473014.056,0.255,173.223,0.000,400,vectorized
dot_product,scalar,f32,16384,0,1,0.000000923,581658.599,0.208,142.006,0.000,401,vectorized
elementwise_multiply,scalar,f32,16384,0,1,0.000001416,189573.060,0.319,138.847,0.000,402,vectorized
stencil_3point,scalar,f32,16384,0,1,0.000001541,870978.230,0.347,127.585,0.000,403,vectorized
memory_bandwidth,scalar,f32,16384,0,1,0.000001177,228067.519,0.265,111.361,0.000,404,vectorized
axpy,vectorized,f32,16384,0,1,0.000001158,463619.060,0.261,169.782,1.005,405,vectorized
dot_product,vectorized,f32,16384,0,1,0.000000923,581658.599,0.208,142.006,1.043,406,vectorized
elementwise_multiply,vectorized,f32,16384,0,1,0.000001414,189841.200,0.318,139.044,1.043,407,vectorized
stencil_3point,vectorized,f32,16384,0,1,0.000001566,857073.619,0.352,125.548,0.814,408,vectorized
memory_bandwidth,vectorized,f32,16384,0,1,0.000001175,228455.665,0.264,111.551,1.059,409,vectorized
axpy,scalar,f32,16384,1,1,0.000000927,579148.908,0.209,212.091,0.000,410,vectorized
dot_product,scalar,f32,16384,1,1,0.000000822,653127.744,0.185,159.455,0.000,411,vectorized
elementwise_multiply,scalar,f32,16384,1,1,0.000001144,234646.382,0.257,171.860,0.000,412,vectorized
stencil_3point,scalar,f32,16384,1,1,0.000001515,885925.659,0.341,129.774,0.000,413,vectorized
memory_bandwidth,scalar,f32,16384,1,1,0.000001007,266569.520,0.227,130.161,0.000,414,vectorized
axpy,vectorized,f32,16384,1,1,0.000000927,579148.726,0.209,212.091,1.041,415,vectorized
dot_product,vectorized,f32,16384,1,1,0.000000821,653923.046,0.185,159.649,1.062,416,vectorized
elementwise_multiply,vectorized,f32,16384,1,1,0.000001113,241181.957,0.250,176.647,1.042,417,vectorized
stencil_3point,vectorized,f32,16384,1,1,0.000001526,879539.515,0.343,128.839,0.836,418,vectorized
memory_bandwidth,vectorized,f32,16384,1,1,0.000000998,268973.473,0.225,131.335,1.048,419,vectorized
axpy,scalar,f64,16384,0,1,0.000002273,236194.874,0.511,172.994,0.000,420,vectorized
dot_product,scalar,f64,16384,0,1,0.000001835,292572.704,0.413,142.858,0.000,421,vectorized
elementwise_multiply,scalar,f64,16384,0,1,0.000002730,98328.001,0.614,144.035,0.000,422,vectorized
stencil_3point,scalar,f64,16384,0,1,0.000003139,427581.161,0.706,125.268,0.000,423,vectorized
memory_bandwidth,scalar,f64,16384,0,1,0.000002334,115010.906,0.525,112.315,0.000,424,vectorized
axpy,vectorized,f64,16384,0,1,0.000002358,227680.605,0.530,166.758,0.994,425,vectorized
dot_product,vectorized,f64,16384,0,1,0.000001884,284963.360,0.424,139.142,1.022,426,vectorized
elementwise_multiply,vectorized,f64,16384,0,1,0.000002732,98256.018,0.615,143.930,1.082,427,vectorized
stencil_3point,vectorized,f64,16384,0,1,0.000003146,426629.765,0.708,124.989,0.800,428,vectorized
memory_bandwidth,vectorized,f64,16384,0,1,0.000002355,113985.337,0.530,111.314,1.033,429,vectorized
axpy,scalar,f64,16384,1,1,0.000001849,290357.426,0.416,212.664,0.000,430,vectorized
dot_product,scalar,f64,16384,1,1,0.000001659,323611.136,0.373,158.013,0.000,431,vectorized
elementwise_multiply,scalar,f64,16384,1,1,0.000002229,120428.659,0.501,176.409,0.000,432,vectorized
stencil_3point,scalar,f64,16384,1,1,0.000003003,446945.500,0.676,130.941,0.000,433,vectorized
memory_bandwidth,scalar,f64,16384,1,1,0.000001996,134486.697,0.449,131.335,0.000,434,vectorized
axpy,vectorized,f64,16384,1,1,0.000001850,290200.475,0.416,212.549,1.042,435,vectorized
dot_product,vectorized,f64,16384,1,1,0.000001659,323611.136,0.373,158.013,1.042,436,vectorized
elementwise_multiply,vectorized,f64,16384,1,1,0.000002245,119570.363,0.505,175.152,1.033,437,vectorized
stencil_3point,vectorized,f64,16384,1,1,0.000003079,435913.352,0.693,127.709,0.820,438,vectorized
memory_bandwidth,vectorized,f64,16384,1,1,0.000002000,134217.741,0.450,131.072,1.039,439,vectorized
axpy,scalar,f32,65536,0,1,0.000004536,1893724.597,0.255,173.376,0.000,440,vectorized
dot_product,scalar,f32,65536,0,1,0.000003572,2404797.025,0.201,146.777,0.000,441,vectorized
elementwise_multiply,scalar,f32,65536,0,1,0.000005423,791991.024,0.305,145.018,0.000,442,vectorized
stencil_3point,scalar,f32,65536,0,1,0.000005771,3721163.835,0.325,136.273,0.000,443,vectorized
memory_bandwidth,scalar,f32,65536,0,1,0.000004489,956775.935,0.252,116.794,0.000,444,vectorized
axpy,vectorized,f32,65536,0,1,0.000004580,1875531.591,0.258,171.710,1.015,445,vectorized
dot_product,vectorized,f32,65536,0,1,0.000003573,2404123.973,0.201,146.736,1.075,446,vectorized
elementwise_multiply,vectorized,f32,65536,0,1,0.000005401,795217.081,0.304,145.609,1.091,447,vectorized
stencil_3point,vectorized,f32,65536,0,1,0.000005873,3656536.156,0.330,133.906,0.945,448,vectorized
memory_bandwidth,vectorized,f32,65536,0,1,0.000004484,957842.821,0.252,116.924,1.048,449,vectorized
axpy,scalar,f32,65536,1,1,0.000003798,2261699.408,0.214,207.065,0.000,450,vectorized
dot_product,scalar,f32,65536,1,1,0.000003344,2568760.235,0.188,156.785,0.000,451,vectorized
elementwise_multiply,scalar,f32,65536,1,1,0.000004469,961057.802,0.251,175.975,0.000,452,vectorized
stencil_3point,scalar,f32,65536,1,1,0.000005609,3828638.910,0.315,140.209,0.000,453,vectorized
memory_bandwidth,scalar,f32,65536,1,1,0.000003932,1092311.123,0.221,133.339,0.000,454,vectorized
axpy,vectorized,f32,65536,1,1,0.000003653,2351473.912,0.205,215.284,1.094,455,vectorized
dot_product,vectorized,f32,65536,1,1,0.000003357,2558812.844,0.189,156.178,1.153,456,vectorized
elementwise_multiply,vectorized,f32,65536,1,1,0.000004443,966681.798,0.250,177.005,1.113,457,vectorized
stencil_3point,vectorized,f32,65536,1,1,0.000005879,3652804.334,0.331,133.770,0.829,458,vectorized
memory_bandwidth,vectorized,f32,65536,1,1,0.000003898,1101838.712,0.219,134.502,1.051,459,vectorized
axpy,scalar,f64,65536,0,1,0.000007379,1164105.512,0.415,213.154,0.000,460,vectorized
dot_product,scalar,f64,65536,0,1,0.000006777,1267512.889,0.381,154.726,0.000,461,vectorized
elementwise_multiply,scalar,f64,65536,0,1,0.000017646,243396.085,0.992,89.134,0.000,462,vectorized
stencil_3point,scalar,f64,65536,0,1,0.000012476,1721291.782,0.702,126.071,0.000,463,vectorized
memory_bandwidth,scalar,f64,65536,0,1,0.000008017,535732.485,0.451,130.794,0.000,464,vectorized
axpy,vectorized,f64,65536,0,1,0.000007436,1155182.187,0.418,211.520,1.086,465,vectorized
dot_product,vectorized,f64,65536,0,1,0.000006739,1274660.109,0.379,155.598,1.057,466,vectorized
elementwise_multiply,vectorized,f64,65536,0,1,0.000017928,239567.564,1.008,87.732,1.016,467,vectorized
stencil_3point,vectorized,f64,65536,0,1,0.000012276,1749334.994,0.690,128.125,0.757,468,vectorized
memory_bandwidth,vectorized,f64,65536,0,1,0.000008547,502511.666,0.481,122.684,0.983,469,vectorized
axpy,scalar,f64,65536,1,1,0.000007483,1147926.589,0.421,210.192,0.000,470,vectorized
dot_product,scalar,f64,65536,1,1,0.000006704,1281314.859,0.377,156.411,0.000,471,vectorized
elementwise_multiply,scalar,f64,65536,1,1,0.000016872,254561.834,0.949,93.223,0.000,472,vectorized
stencil_3point,scalar,f64,65536,1,1,0.000012227,1756345.508,0.688,128.639,0.000,473,vectorized
memory_bandwidth,scalar,f64,65536,1,1,0.000008048,533668.907,0.453,130.290,0.000,474,vectorized
axpy,vectorized,f64,65536,1,1,0.000007846,1094817.082,0.441,200.467,0.984,475,vectorized
dot_product,vectorized,f64,65536,1,1,0.000006700,1282079.774,0.377,156.504,1.045,476,vectorized
elementwise_multiply,vectorized,f64,65536,1,1,0.000017717,242420.688,0.996,88.777,1.039,477,vectorized
stencil_3point,vectorized,f64,65536,1,1,0.000011994,1790464.948,0.675,131.138,0.815,478,vectorized
memory_bandwidth,vectorized,f64,65536,1,1,0.000008064,532610.032,0.454,130.032,1.039,479,vectorized
axpy,scalar,f32,262144,0,1,0.000043044,3192987.507,0.605,73.082,0.000,480,vectorized
dot_product,scalar,f32,262144,0,1,0.000034985,3928510.912,0.492,59.944,0.000,481,vectorized
elementwise_multiply,scalar,f32,262144,0,1,0.000050696,1355520.684,0.713,62.051,0.000,482,vectorized
stencil_3point,scalar,f32,262144,0,1,0.000035495,9680162.891,0.499,88.625,0.000,483,vectorized
memory_bandwidth,scalar,f32,262144,0,1,0.000032610,2107312.991,0.459,64.310,0.000,484,vectorized
axpy,vectorized,f32,262144,0,1,0.000039132,3512188.328,0.550,80.388,1.152,485,vectorized
dot_product,vectorized,f32,262144,0,1,0.000030424,4517451.797,0.428,68.931,1.228,486,vectorized
elementwise_multiply,vectorized,f32,262144,0,1,0.000054968,1250172.410,0.773,57.228,0.868,487,vectorized
stencil_3point,vectorized,f32,262144,0,1,0.000035059,9800547.162,0.493,89.727,1.071,488,vectorized
memory_bandwidth,vectorized,f32,262144,0,1,0.000038628,1779006.858,0.543,54.291,0.959,489,vectorized
axpy,scalar,f32,262144,1,1,0.000038665,3554608.920,0.544,81.359,0.000,490,vectorized
dot_product,scalar,f32,262144,1,1,0.000033334,4123086.138,0.469,62.913,0.000,491,vectorized
elementwise_multiply,scalar,f32,262144,1,1,0.000044823,1533129.796,0.630,70.181,0.000,492,vectorized
stencil_3point,scalar,f32,262144,1,1,0.000034919,9839840.340,0.491,90.086,0.000,493,vectorized
memory_bandwidth,scalar,f32,262144,1,1,0.000032447,2117899.245,0.456,64.633,0.000,494,vectorized
axpy,vectorized,f32,262144,1,1,0.000039874,3446831.350,0.561,78.892,1.213,495,vectorized
dot_product,vectorized,f32,262144,1,1,0.000023655,5810143.887,0.333,88.656,1.193,496,vectorized
elementwise_multiply,vectorized,f32,262144,1,1,0.000044371,1548747.533,0.624,70.896,1.023,497,vectorized
stencil_3point,vectorized,f32,262144,1,1,0.000044045,7801053.079,0.619,71.421,0.814,498,vectorized
memory_bandwidth,vectorized,f32,262144,1,1,0.000032168,2136268.228,0.452,65.194,1.024,499,vectorized
axpy,scalar,f64,262144,0,1,0.000078574,1749165.800,1.105,80.070,0.000,500,vectorized
dot_product,scalar,f64,262144,0,1,0.000047431,2897660.887,0.667,88.430,0.000,501,vectorized
elementwise_multiply,scalar,f64,262144,0,1,0.000090509,759255.729,1.273,69.512,0.000,502,vectorized
stencil_3point,scalar,f64,262144,0,1,0.000071745,4789147.447,1.009,87.692,0.000,503,vectorized
memory_bandwidth,scalar,f64,262144,0,1,0.000066764,1029289.385,0.939,62.823,0.000,504,vectorized
axpy,vectorized,f64,262144,0,1,0.000078973,1740328.383,1.110,79.666,1.079,505,vectorized
dot_product,vectorized,f64,262144,0,1,0.000047782,2876375.065,0.672,87.780,1.064,506,vectorized
elementwise_multiply,vectorized,f64,262144,0,1,0.000089405,768631.248,1.257,70.370,1.059,507,vectorized
stencil_3point,vectorized,f64,262144,0,1,0.000071368,4814446.037,1.004,88.155,1.106,508,vectorized
memory_bandwidth,vectorized,f64,262144,0,1,0.000065174,1054400.170,0.916,64.355,1.194,509,vectorized
axpy,scalar,f64,262144,1,1,0.000080241,1712827.025,1.128,78.407,0.000,510,vectorized
dot_product,scalar,f64,262144,1,1,0.000049994,2749108.962,0.703,83.896,0.000,511,vectorized
elementwise_multiply,scalar,f64,262144,1,1,0.000092785,740631.316,1.305,67.807,0.000,512,vectorized
stencil_3point,scalar,f64,262144,1,1,0.000074106,4636566.322,1.042,84.898,0.000,513,vectorized
memory_bandwidth,scalar,f64,262144,1,1,0.000065891,1042926.602,0.926,63.655,0.000,514,vectorized
axpy,vectorized,f64,262144,1,1,0.000081165,1693327.835,1.141,77.514,1.011,515,vectorized
dot_product,vectorized,f64,262144,1,1,0.000056369,2438201.013,0.793,74.408,0.865,516,vectorized
elementwise_multiply,vectorized,f64,262144,1,1,0.000089575,767172.499,1.260,70.237,1.204,517,vectorized
