job_name,run_id,timestamp,block_size,queue_depth,operation,pattern,read_iops,read_bw_bytes,read_lat_min_ns,read_lat_max_ns,read_lat_mean_ns,read_lat_stddev_ns,read_lat_p99_ns,read_lat_p95_ns,read_lat_p50_ns,write_iops,write_bw_bytes,write_lat_min_ns,write_lat_max_ns,write_lat_mean_ns,write_lat_stddev_ns,write_lat_p99_ns,write_lat_p95_ns,write_lat_p50_ns,read_bw_mbps,write_bw_mbps,read_lat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_stddev_us,write_lat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_stddev_us,read_lat_p99_us,read_lat_p95_us,read_lat_p50_us,write_lat_p99_us,write_lat_p95_us,write_lat_p50_us
tail_latency_qd1,0,2025-09-28 16:19:40.804970,4k,1,randread,random,12207.663206,50002656,55001,822476,80872.939991,10078.10321,103936,74240,67072,0.0,0,0,0,0.0,0.0,0,0,0,47.686248779296875,0.0,55.001,822.476,80.87293999100001,10.07810321,0.0,0.0,0.0,0.0,103.936,74.24,67.072,0.0,0.0,0.0
tail_latency_qd8,0,2025-09-28 16:19:40.805047,4k,8,randread,random,97540.802052,399528796,24389,873927,69461.497363,16800.068897,127488,87552,62720,0.0,0,0,0,0.0,0.0,0,0,0,381.0203514099121,0.0,24.389,873.927,69.461497363,16.800068897000003,0.0,0.0,0.0,0.0,127.488,87.552,62.72,0.0,0.0,0.0
tail_latency_qd32,0,2025-09-28 16:19:40.805061,4k,32,randread,random,137957.456387,565085266,26258,959988,141796.857129,54098.595923,232448,220160,134144,0.0,0,0,0,0.0,0.0,0,0,0,538.907304763794,0.0,26.258,959.988,141.79685712900002,54.098595923,0.0,0.0,0.0,0.0,232.448,220.16,134.144,0.0,0.0,0.0
tail_latency_qd64,0,2025-09-28 16:19:40.805072,4k,64,randread,random,138261.111111,566322155,24284,1259497,256942.766203,119552.950754,460800,436224,250880,0.0,0,0,0,0.0,0.0,0,0,0,540.0868940353394,0.0,24.284,1259.497,256.942766203,119.55295075400001,0.0,0.0,0.0,0.0,460.8,436.224,250.88,0.0,0.0,0.0
tail_latency_qd8_jobs4,0,2025-09-28 16:19:40.805081,4k,8,randread,random,348590.198717,1427831388,29989,893389,78773.92104,15730.678264,111104,92672,68096,0.0,0,0,0,0.0,0.0,0,0,0,1361.686122894287,0.0,29.989,893.389,78.77392104,15.730678264,0.0,0.0,0.0,0.0,111.104,92.672,68.096,0.0,0.0,0.0
tail_latency_write_qd32,0,2025-09-28 16:19:40.805089,4k,32,write,sequential,0.0,0,0,0,0.0,0.0,0,0,0,120238.372577,492498759,15767,693877,146431.842376,70755.526144,264192,250880,136192,0.0,469.68341732025146,0.0,0.0,0.0,0.0,15.767,693.877,146.431842376,70.755526144,0.0,0.0,0.0,264.192,250.88,136.192
tail_latency_mixed_qd32,0,2025-09-28 16:19:40.805098,4k,32,randrw,random,95573.969727,391478673,43036,3799742,148966.895175,72945.836187,252928,228352,140288,40859.463043,167363528,16163,850944,116461.057595,56412.197405,214016,197632,108032,373.3431558609009,159.61029815673828,43.036,3799.742,148.96689517500002,72.945836187,16.163,850.944,116.461057595,56.412197405,252.928,228.352,140.288,214.016,197.632,108.032
tail_latency_qd1,1,2025-09-28 16:19:40.805106,4k,1,randread,random,12180.41366,49890974,52487,807148,81046.519253,10398.089433,104960,74240,67072,0.0,0,0,0,0.0,0.0,0,0,0,47.57974052429199,0.0,52.487,807.148,81.046519253,10.398089432999999,0.0,0.0,0.0,0.0,104.96,74.24,67.072,0.0,0.0,0.0
tail_latency_qd8,1,2025-09-28 16:19:40.805117,4k,8,randread,random,99074.528875,405811013,29386,874132,68460.551002,16706.837297,127488,86528,61696,0.0,0,0,0,0.0,0.0,0,0,0,387.01154041290283,0.0,29.386,874.132,68.46055100199999,16.706837297,0.0,0.0,0.0,0.0,127.488,86.528,61.696,0.0,0.0,0.0
tail_latency_qd32,1,2025-09-28 16:19:40.805126,4k,32,randread,random,136947.648625,560944383,43196,1252176,142893.9374,54870.536208,234496,220160,136192,0.0,0,0,0,0.0,0.0,0,0,0,534.9582509994507,0.0,43.196,1252.176,142.8939374,54.870536208,0.0,0.0,0.0,0.0,234.496,220.16,136.192,0.0,0.0,0.0
