job_name,run_id,timestamp,block_size,queue_depth,operation,pattern,read_mix,read_iops,read_bw_bytes,read_lat_min_ns,read_lat_max_ns,read_lat_mean_ns,read_lat_stddev_ns,read_lat_p99_ns,read_lat_p95_ns,read_lat_p50_ns,write_iops,write_bw_bytes,write_lat_min_ns,write_lat_max_ns,write_lat_mean_ns,write_lat_stddev_ns,write_lat_p99_ns,write_lat_p95_ns,write_lat_p50_ns,read_bw_mbps,write_bw_mbps,read_lat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_stddev_us,write_lat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_stddev_us,read_lat_p99_us,read_lat_p95_us,read_lat_p50_us,write_lat_p99_us,write_lat_p95_us,write_lat_p50_us
seq_rw_0_100,1,2025-09-28 15:58:11.075168,128k,32,write,sequential,0,0.0,0,0,0,0.0,0.0,0,0,0,36735.426009,4814985757,0,0,0.0,0.0,0,0,0,0.0,4591.928250312805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_70_30,1,2025-09-28 15:58:11.075182,128k,32,rw,sequential,70,30833.154506,4041363227,0,0,0.0,0.0,0,0,0,13115.343348,1719054283,0,0,0.0,0.0,0,0,0,3854.1443128585815,1639.4179182052612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_50_50,1,2025-09-28 15:58:11.075197,128k,32,rw,sequential,50,19221.180881,2519358620,0,0,0.0,0.0,0,0,0,19166.822868,2512233806,0,0,0.0,0.0,0,0,0,2402.6476097106934,2395.8528575897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rw_100_0,2,2025-09-28 15:58:11.075212,4k,32,randread,random,100,139140.372402,569921921,24783,1006702,141450.500254,53973.040339,230400,216064,134144,0.0,0,0,0,0.0,0.0,0,0,0,543.5198984146118,0.0,24.783,1006.702,141.45050025400002,53.973040339,0.0,0.0,0.0,0.0,230.4,216.064,134.144,0.0,0.0,0.0
rw_0_100,2,2025-09-28 15:58:11.075226,4k,32,randwrite,random,0,0.0,0,0,0,0.0,0.0,0,0,0,117528.158032,481401249,15749,691459,148572.433303,73200.125139,261120,254976,140288,0.0,459.10000705718994,0.0,0.0,0.0,0.0,15.749,691.459,148.572433303,73.200125139,0.0,0.0,0.0,261.12,254.976,140.288
rw_70_30,2,2025-09-28 15:58:11.075251,4k,32,randrw,random,70,94991.236065,389092431,36956,3776307,151097.970269,75573.620694,264192,230400,142336,40711.841829,166756565,15517,688303,117872.207766,57513.302518,218112,199680,109056,371.067458152771,159.0314531326294,36.956,3776.307,151.097970269,75.573620694,15.517,688.303,117.872207766,57.513302517999996,264.192,230.4,142.336,218.112,199.68,109.056
rw_50_50,2,2025-09-28 15:58:11.075266,4k,32,randrw,random,50,66977.487989,274341758,40213,3917436,156052.665568,78246.796989,268288,238592,148480,66916.884008,274093805,15832,516805,122718.128554,59693.836852,224256,207872,114176,261.63268852233887,261.396222114563,40.213,3917.436,156.052665568,78.24679698899999,15.832,516.805,122.71812855399999,59.693836852,268.288,238.592,148.48,224.256,207.872,114.176
seq_rw_100_0,2,2025-09-28 15:58:11.075279,128k,32,read,sequential,100,18168.108228,2381330281,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2271.013527870178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_0_100,2,2025-09-28 15:58:11.075291,128k,32,write,sequential,0,0.0,0,0,0,0.0,0.0,0,0,0,36702.508961,4810671254,0,0,0.0,0.0,0,0,0,0.0,4587.8136196136475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_70_30,2,2025-09-28 15:58:11.075305,128k,32,rw,sequential,70,29428.059396,3857194601,0,0,0.0,0.0,0,0,0,12517.665131,1640715403,0,0,0.0,0.0,0,0,0,3678.507424354553,1564.70814037323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_50_50,2,2025-09-28 15:58:11.075317,128k,32,rw,sequential,50,19203.183521,2516999670,0,0,0.0,0.0,0,0,0,19148.876404,2509881528,0,0,0.0,0.0,0,0,0,2400.397939682007,2393.609550476074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
