job_name,run_id,timestamp,block_size,queue_depth,operation,pattern,read_mix,read_iops,read_bw_bytes,read_lat_min_ns,read_lat_max_ns,read_lat_mean_ns,read_lat_stddev_ns,read_lat_p99_ns,read_lat_p95_ns,read_lat_p50_ns,write_iops,write_bw_bytes,write_lat_min_ns,write_lat_max_ns,write_lat_mean_ns,write_lat_stddev_ns,write_lat_p99_ns,write_lat_p95_ns,write_lat_p50_ns,read_bw_mbps,write_bw_mbps,read_lat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_stddev_us,write_lat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_stddev_us,read_lat_p99_us,read_lat_p95_us,read_lat_p50_us,write_lat_p99_us,write_lat_p95_us,write_lat_p50_us
seq_rw_70_30,1,2025-09-30 21:07:13.095969,128k,32,rw,sequential,70,18033.573894,2363696597,1419574.408848456,2129361.6132726837,1774468.01106057,177446.801106057,0,0,0,7670.850329,1005433694,3337309.281504038,5005963.922256056,4171636.601880047,417163.6601880047,0,0,0,2254.1967363357544,958.8562908172607,1419.5744088484562,2129.361613272684,1774.46801106057,177.44680110605702,3337.3092815040377,5005.963922256056,4171.636601880047,417.1636601880047,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_50_50,1,2025-09-30 21:07:13.095978,128k,32,rw,sequential,50,13970.708447,1831168697,1832405.2854669094,2748607.928200364,2290506.6068336368,229050.66068336368,0,0,0,13931.19891,1825990103,1837602.0732590344,2756403.1098885513,2297002.591573793,229700.2591573793,0,0,0,1746.3385553359985,1741.399863243103,1832.4052854669094,2748.6079282003643,2290.506606833637,229.05066068336367,1837.6020732590343,2756.403109888551,2297.002591573793,229.7002591573793,0.0,0.0,0.0,0.0,0.0,0.0
rw_100_0,2,2025-09-30 21:07:13.095988,4k,32,randread,random,100,124390.398097,509506659,22379.0,1920460.0,172230.47004,60854.588371,325632,254976,162816,0.0,0,0.0,0.0,0.0,0.0,0,0,0,485.9034147262573,0.0,22.379,1920.46,172.23047003999997,60.854588371,0.0,0.0,0.0,0.0,325.632,254.976,162.816,0.0,0.0,0.0
rw_0_100,2,2025-09-30 21:07:13.095996,4k,32,randwrite,random,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,105868.797902,433643553,15672.0,14449841.0,166138.737924,115978.721903,358400,284672,154624,0.0,413.55471897125244,0.0,0.0,0.0,0.0,15.672,14449.841,166.138737924,115.978721903,0.0,0.0,0.0,358.4,284.672,154.624
rw_70_30,2,2025-09-30 21:07:13.096004,4k,32,randrw,random,70,84838.752408,347503229,35811.0,10915144.0,208870.506931,221286.168565,1335296,415744,158720,36358.742775,148927383,16042.0,2738335.0,110975.017686,63769.800507,276480,205824,90624,331.40490436553955,142.02822017669678,35.811,10915.144,208.87050693100002,221.286168565,16.042,2738.335,110.975017686,63.769800507,1335.296,415.744,158.72,276.48,205.824,90.624
rw_50_50,2,2025-09-30 21:07:13.096012,4k,32,randrw,random,50,60277.744451,246901572,41204.0,13853903.0,253874.533799,314043.967596,1466368,987136,164864,60238.272346,246738666,15758.0,1102732.0,109471.972594,62588.915665,248832,211968,89600,235.46368789672852,235.30832862854004,41.204,13853.903,253.874533799,314.043967596,15.758,1102.732,109.47197259400001,62.588915665,1466.368,987.136,164.864,248.832,211.968,89.6
seq_rw_100_0,2,2025-09-30 21:07:13.096019,128k,32,read,sequential,100,12003.293085,1575525725,2094750.0,5038249.0,2661808.718186,162632.113738,3096576,2932736,2637824,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1502.5384187698364,0.0,2094.75,5038.249,2661.808718186,162.632113738,0.0,0.0,0.0,0.0,3096.576,2932.736,2637.824,0.0,0.0,0.0
seq_rw_0_100,2,2025-09-30 21:07:13.096027,128k,32,write,sequential,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,18032.137354,2363508307,1419687.500013483,2129531.250020224,1774609.3750168537,177460.93750168537,0,0,0,0.0,2254.0171689987183,0.0,0.0,0.0,0.0,1419.687500013483,2129.531250020224,1774.6093750168536,177.46093750168538,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_70_30,2,2025-09-30 21:07:13.096035,128k,32,rw,sequential,70,18739.158787,2456179020,1366123.2230851047,2049184.834627657,1707654.0288563808,170765.4028856381,0,0,0,7970.981415,1044772476,3211649.691194268,4817474.536791402,4014562.113992835,401456.2113992835,0,0,0,2342.394847869873,996.3726768493652,1366.1232230851047,2049.184834627657,1707.6540288563808,170.76540288563808,3211.649691194268,4817.474536791402,4014.562113992835,401.4562113992835,0.0,0.0,0.0,0.0,0.0,0.0
seq_rw_50_50,2,2025-09-30 21:07:13.096044,128k,32,rw,sequential,50,9747.623574,1277640517,2626281.14490216,3939421.717353239,3282851.4311276996,328285.14311277,0,0,0,9720.057034,1274027315,2633729.4020449882,3950594.103067482,3292161.752556235,329216.17525562353,0,0,0,1218.4529466629028,1215.0071287155151,2626.28114490216,3939.4217173532393,3282.8514311276995,328.28514311277,2633.729402044988,3950.5941030674817,3292.161752556235,329.2161752556235,0.0,0.0,0.0,0.0,0.0,0.0
